chr	window	dist_mean	r2_ExpG_mean	D_mean	Dprime_mean	r2_mean	dist_min	r2_ExpG_min	D_min	Dprime_min	r2_min	dist_max	r2_ExpG_max	D_max	Dprime_max	r2_max
Mme_chr05	(1.025e+07,1.03e+07]	8608.573762123533	0.02822248606431853	0.004959330508762974	0.7352852445805683	0.09424096055810788	8	0	-0.248144	1e-6	0	21062	0.704723	0.24695	1	0.999773
Mme_chr05	(1.03e+07,1.035e+07]	7160.870440610295	0.0316698464850991	0.004241890346499359	0.73087622620847	0.10019036452302867	6	0	-0.244944	6e-6	0	17036	0.607113	0.248602	1	0.999886
Mme_chr05	(1.035e+07,1.04e+07]	8618.146267435119	0.029995585172049245	0.004343126896975071	0.7349690876445112	0.09785176206390887	14	0	-0.248187	9e-6	0	20680	0.777433	0.244314	1	0.999895
Mme_chr05	(1.04e+07,1.045e+07]	9087.166532441612	0.030337517280016806	0.0050991549774151755	0.7590664142301902	0.0986391127140306	10	0	-0.228539	7e-6	0	22072	0.710745	0.229221	1	0.999906
Mme_chr05	(1.045e+07,1.05e+07]	14511.809798610293	0.028057410199034273	0.003803814921681781	0.7763621516311389	0.09914021569897538	4	0	-0.249804	1.98e-4	0	37660	0.872352	0.248363	1	0.99985
Mme_chr05	(1.05e+07,1.055e+07]	24349.352711626976	0.029661114368621174	0.0021725903542125276	0.7565349298579147	0.10587068931358816	15	0	-0.230985	4e-6	0	49997	0.678137	0.234986	1	0.999807
Mme_chr05	(1.055e+07,1.06e+07]	9662.196478220574	0.03407125225377033	0.004054227441233465	0.6731303892914314	0.11050762086106665	22	0	-0.24673	4e-5	0	40112	0.736852	0.244358	1	0.999885
Mme_chr05	(1.06e+07,1.065e+07]	8511.913006114692	0.033592911650966784	0.0036232611469178646	0.6956532022475624	0.10960893254007602	12	0	-0.247731	6e-5	0	20603	0.625309	0.247995	1	0.999873
Mme_chr05	(1.065e+07,1.07e+07]	9014.638775954698	0.0329970781181937	0.003954421591404095	0.6939091772542472	0.11620807093073908	6	0	-0.245051	2.4e-5	0	21715	0.710367	0.249412	1	0.999913
Mme_chr05	(1.07e+07,1.075e+07]	9232.570184351865	0.035550169182755116	0.005098759290172739	0.748087088256641	0.11853361710698214	14	0	-0.247395	3.9e-5	0	20191	0.578326	0.248317	1	0.999876
Mme_chr05	(1.075e+07,1.08e+07]	7972.959491812175	0.0324293853225652	0.004521070514252881	0.7217995629010119	0.10657354783413668	8	0	-0.248888	5e-6	0	18288	0.739176	0.248201	1	0.99992
Mme_chr05	(1.08e+07,1.085e+07]	6894.952639772759	0.03407860022396417	0.005171699259825745	0.7411952474257777	0.10754972823860377	9	0	-0.24865	1.5e-5	0	16053	0.83274	0.245953	1	0.999933
Mme_chr05	(1.085e+07,1.09e+07]	8126.147733470213	0.03541173764075583	0.005753502133393218	0.75337448397549	0.10379574084886593	7	0	-0.217252	3.8e-5	0	20834	0.807531	0.248695	1	0.999963
Mme_chr05	(1.09e+07,1.095e+07]	7545.544262295082	0.030802622319145736	0.0054925366220484285	0.7263875116558881	0.09595163660700858	10	0	-0.249597	8e-6	0	17440	0.594675	0.242971	1	0.999909
Mme_chr05	(1.095e+07,1.1e+07]	8285.989767502106	0.0323063302571077	0.004737486496988537	0.7388235305032057	0.09926040088077197	7	0	-0.248413	5.1e-5	0	18666	0.672529	0.247285	1	0.999884
Mme_chr05	(1.1e+07,1.105e+07]	10252.581261101242	0.03368355913935088	0.003790576295817859	0.7265686309543032	0.10589173421605037	3	0	-0.247562	3e-5	0	23713	0.514534	0.249072	1	0.999882
Mme_chr05	(1.105e+07,1.11e+07]	8623.039397490693	0.030686693644009375	0.0045692095339859365	0.7030381258444781	0.09461344898662623	6	0	-0.249279	7.7e-5	0	19960	0.75976	0.247373	1	0.999848
Mme_chr05	(1.11e+07,1.115e+07]	9814.239784027346	0.027524414892790554	0.004441536940646364	0.7361758380205097	0.09635675866221255	5	0	-0.240125	1e-6	0	23761	0.963764	0.249796	1	0.999823
Mme_chr05	(1.115e+07,1.12e+07]	9706.135248330633	0.02655395408747876	0.004472188114899838	0.7078271101584417	0.08842505824015172	6	0	-0.236358	6.1e-5	0	29020	0.687598	0.235744	1	0.999672
Mme_chr05	(1.12e+07,1.125e+07]	9512.521790341578	0.027985539090106006	0.004349797739988222	0.7068567920715547	0.09063898395170789	6	0	-0.222152	1.17e-4	0	26853	0.746085	0.241971	1	0.999853
Mme_chr05	(1.125e+07,1.13e+07]	7682.536333231986	0.030794623563393127	0.0050912784128914566	0.7305293619337184	0.09616790386135604	5	0	-0.24973	1.9e-5	0	17844	0.503115	0.241659	1	0.999908
Mme_chr05	(1.13e+07,1.135e+07]	8747.117868052386	0.0329086358273937	0.004569834802148801	0.7041094170850742	0.10597488887328395	8	0	-0.249216	4.8e-5	0	24032	0.885919	0.249972	1	0.999827
Mme_chr05	(1.135e+07,1.14e+07]	9787.71386081983	0.029799595119161106	0.004750113060057197	0.7125139955386082	0.09833132770257388	6	0	-0.22234	6.5e-5	0	23172	0.744737	0.236829	1	0.999836
Mme_chr05	(1.14e+07,1.145e+07]	9215.581711632021	0.033848099660917	0.004195121111602536	0.7300333701533245	0.10698559273182957	8	0	-0.249501	1.11e-4	0	23632	0.543816	0.246011	1	0.999853
Mme_chr05	(1.145e+07,1.15e+07]	10971.667463808344	0.029264646837767434	0.0053774924627407435	0.6921018929410258	0.0972019453815604	11	0	-0.244529	6.8e-5	0	24861	0.761133	0.245685	1	0.999799
Mme_chr05	(1.15e+07,1.155e+07]	9846.26422338569	0.032192544890440176	0.00561329846810161	0.7464436202055459	0.10178138285825092	4	0	-0.244513	7.7e-5	0	22617	0.874886	0.249948	1	0.999925
Mme_chr05	(1.155e+07,1.16e+07]	7283.406730664339	0.030582347932802442	0.004369742173011891	0.7443084267481183	0.10064042865713974	3	0	-0.248308	5.5e-5	0	49959	0.600345	0.232561	1	0.999831
Mme_chr05	(1.16e+07,1.165e+07]	11116.743213443844	0.03943640757356855	0.004396494106912022	0.7458288848756749	0.10970203665120523	13	0	-0.237546	9.9e-5	0	49999	0.645931	0.249869	1	0.999914
Mme_chr05	(1.165e+07,1.17e+07]	8808.963040101666	0.031773852478113526	0.004831414607455521	0.722935222500706	0.10335109933634566	14	0	-0.242133	2.9e-5	0	23841	0.688702	0.247337	1	0.999878
Mme_chr05	(1.17e+07,1.175e+07]	8823.531608777794	0.031124047340502833	0.005226462323790147	0.7447526491425664	0.09851245109722424	12	0	-0.235848	3.7e-5	0	27459	0.66153	0.229761	1	0.999886
Mme_chr05	(1.175e+07,1.18e+07]	11581.301095926297	0.030140308649521896	0.004844890320045409	0.7125691036545431	0.0921248864340916	3	0	-0.224823	5.8e-5	0	33580	0.697528	0.247152	1	0.999846
Mme_chr05	(1.18e+07,1.185e+07]	9636.00486488541	0.028886272965679752	0.00549543039033104	0.7358875119151685	0.095441205351373945	8	0	-0.212046	1.8e-5	0	24855	0.488118	0.231035	1	0.999824
Mme_chr05	(1.185e+07,1.19e+07]	7070.167896521269	0.029850005099860393	0.004877444542579561	0.7447306968289695	0.0963279642724864	7	0	-0.246139	1.6e-4	0	19136	0.81442	0.249059	1	0.999832
Mme_chr05	(1.19e+07,1.195e+07]	9611.59908883827	0.02958501579595952	0.005739372344000896	0.7337512515777288	0.0995966674633108	9	0	-0.233141	1e-5	0	20927	0.725036	0.242748	1	0.999904
Mme_chr05	(1.195e+07,1.2e+07]	7576.84271573863	0.03165179502704173	0.00473170407156706	0.6988293109289432	0.10730611660260553	8	0	-0.241265	1.6e-5	0	31571	0.613997	0.249388	1	0.999871
Mme_chr05	(1.2e+07,1.205e+07]	14450.955173124485	0.03976434429101401	0.0031271577184666115	0.7419129034418797	0.12964312396949712	11	0	-0.247804	8.4e-5	0	38221	0.688017	0.249851	1	0.999776
Mme_chr05	(1.205e+07,1.21e+07]	7254.640678872905	0.029584303293306385	0.003966594043514445	0.7286463795030318	0.09729827464035191	9	0	-0.248362	6.7e-5	0	21474	0.768026	0.248042	1	0.999945
Mme_chr05	(1.21e+07,1.215e+07]	10729.624720404274	0.029575023858835224	0.005246300513627703	0.7287139377019303	0.09320939238671196	9	0	-0.245516	4.5e-5	0	31280	0.854797	0.234366	1	0.999842
Mme_chr05	(1.215e+07,1.22e+07]	8754.711181913704	0.029470475205911263	0.005699200183032234	0.7417740999220418	0.11368450808392366	8	0	-0.237065	1.12e-4	0	27215	0.658177	0.23854	1	0.999865
Mme_chr05	(1.22e+07,1.225e+07]	7335.967574118412	0.029776774644556768	0.004493723537583873	0.7495567587715409	0.10146199506369898	7	0	-0.243139	4.1e-5	0	26079	0.736985	0.245498	1	0.99991
Mme_chr05	(1.225e+07,1.23e+07]	7346.655321511	0.03123801501650647	0.005575289725086915	0.7460328319553595	0.10690306772035409	7	0	-0.248623	2.32e-4	0	16973	0.685092	0.24753	1	0.999884
Mme_chr05	(1.23e+07,1.235e+07]	8129.6741968844935	0.02938050888759615	0.005382353758645207	0.7603222438110012	0.1066318424471592	7	0	-0.239187	1.5e-5	0	21855	0.656504	0.247173	1	0.999856
Mme_chr05	(1.235e+07,1.24e+07]	9195.84725219393	0.031214513415335925	0.00497801827075241	0.7519661884261257	0.1048467915407855	9	0	-0.249802	1e-6	0	21105	0.948671	0.226576	1	0.999909
Mme_chr05	(1.24e+07,1.245e+07]	6891.809041373456	0.02903569883080967	0.005134230798718545	0.7273944751512829	0.10355544557925576	8	0	-0.244858	2.1e-5	0	17403	0.69245	0.249275	1	0.999814
Mme_chr05	(1.245e+07,1.25e+07]	7788.608733898837	0.031218242789820924	0.005183512503927113	0.7386529367577757	0.10111859139176878	7	0	-0.242155	7.5e-5	0	17250	0.595359	0.249909	1	0.999794
Mme_chr05	(1.25e+07,1.255e+07]	7437.704101165961	0.030769265966703405	0.005414688758048611	0.7364284502581356	0.10457168803294854	9	0	-0.238294	7.9e-5	0	16245	0.577631	0.249753	1	0.999884
Mme_chr05	(1.255e+07,1.26e+07]	6719.305473194968	0.029486247535860245	0.004709098966263322	0.7312432325506851	0.10316874682800438	5	0	-0.241413	1.4e-5	0	16149	0.56651	0.244584	1	0.99985
Mme_chr05	(1.26e+07,1.265e+07]	6729.323723579832	0.03048572653463238	0.005111415588564127	0.7319910981472608	0.09750401514667519	7	0	-0.246606	3.7e-5	0	15585	0.714649	0.23714	1	0.999885
Mme_chr05	(1.265e+07,1.27e+07]	7551.785033437226	0.03443687136502557	0.00435202112143311	0.7272675085786909	0.10872596701667323	11	0	-0.24964	5.1e-5	0	19148	0.630387	0.248679	1	0.999909
Mme_chr05	(1.27e+07,1.275e+07]	9402.73196636672	0.034722740190293554	0.005101121994394453	0.7076301391429415	0.10968909824457884	9	0	-0.249457	9.7e-5	0	21517	0.810846	0.248992	1	0.999883
Mme_chr05	(1.275e+07,1.28e+07]	6902.17984006963	0.030116768508948486	0.004892012130772997	0.7255279118207039	0.09736708616656693	3	0	-0.23132	3e-5	0	16293	0.629151	0.237665	1	0.999836
Mme_chr05	(1.28e+07,1.285e+07]	7175.991305342638	0.03083713642603821	0.0046841980894634485	0.7255602823761583	0.10647423604278687	12	0	-0.249555	1.7e-5	0	17274	0.888972	0.24418	1	0.999867
Mme_chr05	(1.285e+07,1.29e+07]	7576.19403073461	0.03004064735143458	0.004619021940603441	0.7205291673230095	0.10001068249785332	10	0	-0.24544	5e-6	0	19732	0.731066	0.248382	1	0.999825
Mme_chr05	(1.29e+07,1.295e+07]	8063.824410514109	0.032631417922948075	0.005075404264914315	0.7484424607653652	0.11215021366447622	14	0	-0.242963	7e-5	0	19561	0.827586	0.249638	1	0.999932
Mme_chr05	(1.295e+07,1.3e+07]	6849.736125371521	0.03108032599297487	0.004575306863009997	0.7310311647662794	0.10282105222912727	9	0	-0.243559	9.2e-5	0	15718	0.800553	0.249206	1	0.999939
Mme_chr05	(1.3e+07,1.305e+07]	6818.853845517469	0.030572572980724154	0.0044852544742575075	0.717408662521027	0.09840148236494499	7	0	-0.241996	1.78e-4	0	17350	0.739609	0.24322	1	0.999853
Mme_chr05	(1.305e+07,1.31e+07]	8883.109466330025	0.029343799951578875	0.004463954449555563	0.7343669430705911	0.09648977826583198	14	0	-0.227193	8.6e-5	0	21890	0.520509	0.249888	1	0.999789
Mme_chr05	(1.31e+07,1.315e+07]	7513.542368879313	0.02886754620583808	0.004772259083262005	0.7301810170006788	0.10270643003453263	5	0	-0.242076	1.4e-5	0	19462	0.686742	0.244993	1	0.999772
Mme_chr05	(1.315e+07,1.32e+07]	6982.285432405006	0.03067023632878566	0.005104115542902244	0.7324306984440185	0.10221381550907656	4	0	-0.248829	6.4e-5	0	17137	0.753398	0.248691	1	0.999901
Mme_chr05	(1.32e+07,1.325e+07]	7924.839310408408	0.02990950275037645	0.0050396628560892415	0.7320520271964599	0.10143082855474632	6	0	-0.236667	8.3e-5	0	18138	0.806339	0.247585	1	0.999886
Mme_chr05	(1.325e+07,1.33e+07]	6729.840318230852	0.029802921278317154	0.005166224595469255	0.7418041724379719	0.09921776814994607	3	0	-0.229371	3.2e-5	0	17277	0.948513	0.24152	1	0.999868
Mme_chr05	(1.33e+07,1.335e+07]	8079.235048190464	0.03218220268717687	0.006091444852237187	0.7439385736899214	0.10225616850705305	7	0	-0.249962	2e-6	0	18742	0.703692	0.24524	1	0.999879
Mme_chr05	(1.335e+07,1.34e+07]	6913.968384917779	0.03093577861137257	0.0051235050661646644	0.7604867922318809	0.10258429987265379	9	0	-0.246338	1.68e-4	0	18970	0.814363	0.245691	1	0.999869
Mme_chr05	(1.34e+07,1.345e+07]	7881.728694052728	0.02900843914776211	0.004395014561618639	0.7287142488350705	0.0921879105456775	4	0	-0.2487	1.7e-5	0	20143	0.648851	0.249769	1	0.999917
Mme_chr05	(1.345e+07,1.35e+07]	7751.360611401483	0.03209702017746445	0.004403949313236903	0.7016485856022852	0.09477393205299624	10	0	-0.24209	5e-5	0	17890	0.856521	0.244627	1	0.99984
Mme_chr05	(1.35e+07,1.355e+07]	7644.6420101984395	0.030217996836026294	0.004591404497143208	0.7419121361737421	0.09978787027707808	3	0	-0.249001	4e-5	0	18726	0.605991	0.24909800000000001	1	0.999837
Mme_chr05	(1.355e+07,1.36e+07]	7937.027724420541	0.0293708560955308	0.003986679792547061	0.7385596611601998	0.091464042258932	7	0	-0.236662	1.07e-4	0	21240	0.698324	0.248971	1	0.999905
Mme_chr05	(1.36e+07,1.365e+07]	8756.103614864865	0.029924496216216217	0.004939188006756757	0.7526290345608108	0.09864153527027027	8	0	-0.249297	8.5e-5	0	19858	0.618727	0.227846	1	0.99979
Mme_chr05	(1.365e+07,1.37e+07]	10126.081668433499	0.027764746595449728	0.004203881921226453	0.7184373739297073	0.08977455394275463	4	0	-0.24985	2.2e-5	0	24835	0.912475	0.247264	1	0.999956
Mme_chr05	(1.37e+07,1.375e+07]	7450.602186017735	0.0285200921544943	0.004492034734702295	0.7428382667707627	0.089894820728869	6	0	-0.211591	2e-6	0	24519	0.838928	0.243053	1	0.999923
Mme_chr05	(1.375e+07,1.38e+07]	7714.68917646344	0.028870207205565174	0.005050524924815456	0.7472423692700264	0.09560283356116528	6	0	-0.243017	5.3e-5	0	19562	0.854823	0.240007	1	0.999739
Mme_chr05	(1.38e+07,1.385e+07]	6993.330730697115	0.030442514986147258	0.0043431768673215234	0.7255418992807768	0.09867201038255954	10	0	-0.241524	5.5e-5	0	17727	0.59527	0.249623	1	0.999864
Mme_chr05	(1.385e+07,1.39e+07]	6625.9630538656365	0.027878036711141283	0.0045692166113997755	0.7405712212851511	0.1029758767591843	5	0	-0.248668	1.9e-5	0	15969	0.573809	0.244618	1	0.999829
Mme_chr05	(1.39e+07,1.395e+07]	6959.52749530231	0.02717592480932906	0.005192119652923621	0.7263963961257875	0.10195091104786116	11	0	-0.211454	2.3e-5	0	17607	0.622816	0.246718	1	0.999848
Mme_chr05	(1.395e+07,1.4e+07]	7352.769475357711	0.02781195126463362	0.005201683856048562	0.7412951048417401	0.1010327786674375	10	0	-0.247993	1e-5	0	16826	0.93961	0.242517	1	0.999787
Mme_chr05	(1.4e+07,1.405e+07]	7791.1922376436605	0.02743761002951705	0.004674987282547258	0.7129436956917666	0.09817681809332413	5	0	-0.242358	5e-6	0	18515	0.727081	0.241975	1	0.999838
Mme_chr05	(1.405e+07,1.41e+07]	8810.594909166264	0.02749394304759273	0.004216075119154521	0.7411359105132279	0.09588334071285487	5	0	-0.228483	7.8e-5	0	23255	0.622138	0.237913	1	0.999854
Mme_chr05	(1.41e+07,1.415e+07]	6274.313433211	0.02900663842944045	0.005268479840128701	0.7451773618973405	0.09803994070182495	4	0	-0.240819	3.1e-5	0	14424	0.625982	0.245492	1	0.99985
Mme_chr05	(1.415e+07,1.42e+07]	6976.16061656824	0.02889299715555074	0.004282063390583519	0.7558515139242564	0.09540030636073035	9	0	-0.249555	9.9e-5	0	16592	0.632472	0.242473	1	0.999838
Mme_chr05	(1.42e+07,1.425e+07]	7818.76296431394	0.03209676946926865	0.005838781111313758	0.7333277894400876	0.10979196945103045	11	0	-0.246732	1.22e-4	0	22667	0.830056	0.247394	1	0.999896
Mme_chr05	(1.425e+07,1.43e+07]	6789.2456373976975	0.03010346705507005	0.005166414703842419	0.7527705260923845	0.10115413768899986	10	0	-0.249609	7.8e-5	0	22423	0.726981	0.237084	1	0.9999
Mme_chr05	(1.43e+07,1.435e+07]	8350.15898717308	0.030058589105447276	0.004163579343661503	0.7445596835582209	0.0945562005330668	4	0	-0.242784	1.6e-5	0	23171	0.721089	0.248513	1	0.99991
Mme_chr05	(1.435e+07,1.44e+07]	8348.841114482399	0.029820996835339793	0.0052730136374017165	0.7561351501745457	0.09833811249225148	11	0	-0.224326	1.5e-5	0	22391	0.580425	0.246258	1	0.999898
Mme_chr05	(1.44e+07,1.445e+07]	7309.182164219685	0.0299192356830085	0.005685081422970149	0.7484222381729201	0.1010512450702613	6	0	-0.243706	1.55e-4	0	18186	0.682296	0.249732	1	0.99995
Mme_chr05	(1.445e+07,1.45e+07]	8572.438015676567	0.03354263854510451	0.004507765539053905	0.7079794085877338	0.11686291597909791	8	0	-0.247445	6.5e-5	0	20928	0.708216	0.249563	1	0.999815
Mme_chr05	(1.45e+07,1.455e+07]	6805.983020746441	0.029488008799074348	0.00468545233162016	0.7232015852326239	0.0998934350025563	5	0	-0.249983	8.2e-5	0	16311	0.700181	0.236771	1	0.999891
Mme_chr05	(1.455e+07,1.46e+07]	6865.43588129004	0.029629124295022725	0.004530686825822702	0.7167758601270328	0.09801157036083885	7	0	-0.246541	1.31e-4	0	16274	0.721357	0.247644	1	0.999944
Mme_chr05	(1.46e+07,1.465e+07]	7066.672177306942	0.02873829891274045	0.004449148201839978	0.7107703858377474	0.0977664992194034	6	0	-0.249118	4.2e-5	0	16523	0.8082	0.236386	1	0.999889
Mme_chr05	(1.465e+07,1.47e+07]	7454.68782314138	0.027758686575147084	0.005121855381232543	0.7262213619183455	0.09576767064836275	4	0	-0.243277	7e-6	0	17940	0.697872	0.249915	1	0.999821
Mme_chr05	(1.47e+07,1.475e+07]	6776.453725574404	0.02785904152351299	0.005235073491518145	0.7356879233412068	0.10103169481425811	6	0	-0.243046	2.3e-5	0	17530	0.768214	0.23695	1	0.999801
Mme_chr05	(1.475e+07,1.48e+07]	7430.12963397466	0.027958233458470202	0.004947728325903331	0.7311756202193805	0.09925657983341155	9	0	-0.237428	4e-6	0	19509	0.868894	0.243033	1	0.999908
Mme_chr05	(1.48e+07,1.485e+07]	8495.779463322546	0.02752488268608414	0.004416307038834951	0.7436235573085221	0.08902042529665588	4	0	-0.232378	1.35e-4	0	19467	0.785725	0.228051	1	0.99981
Mme_chr05	(1.485e+07,1.49e+07]	9249.256350542797	0.026619799899681128	0.004518702912830067	0.7284212286553688	0.09627114585647235	5	0	-0.241016	4e-6	0	25013	0.410619	0.243374	1	0.999698
Mme_chr05	(1.49e+07,1.495e+07]	7886.007896924356	0.02647204786111644	0.005484099111196368	0.7154657167338065	0.08813545920455272	9	0	-0.236154	7.9e-5	0	19158	0.518908	0.240086	1	0.999711
Mme_chr05	(1.495e+07,1.5e+07]	7474.753763312905	0.027665664247039923	0.004628577348723746	0.736814630183852	0.09525434806925685	3	0	-0.241441	5e-6	0	17701	0.905532	0.244436	1	0.999888
Mme_chr05	(1.5e+07,1.505e+07]	9194.392667527622	0.030759422155259005	0.0054037818912326015	0.7243383451714737	0.09819802790931267	8	0	-0.249849	1.46e-4	0	19914	0.644502	0.248495	1	0.999865
Mme_chr05	(1.505e+07,1.51e+07]	7260.295306732291	0.02775207778168395	0.005098455674693854	0.7347386042655417	0.09339909503720631	7	0	-0.226649	1e-5	0	17570	0.756248	0.238562	1	0.99995
Mme_chr05	(1.51e+07,1.515e+07]	6297.898078072098	0.02923634345747859	0.005228679446325433	0.7492505883041227	0.09858696215893248	3	0	-0.249891	4.15e-4	0	15051	0.816045	0.232441	1	0.999851
Mme_chr05	(1.515e+07,1.52e+07]	7030.334430907694	0.029617488338272418	0.005388728734496762	0.7485254392766985	0.1037107819394139	5	0	-0.238787	1.3e-5	0	17405	0.837976	0.248277	1	0.999859
Mme_chr05	(1.52e+07,1.525e+07]	7007.862307327814	0.03033618332079048	0.004324132368927168	0.7185528032444184	0.09790775959528389	3	0	-0.240421	8.8e-5	0	16880	0.717208	0.24534	1	0.999849
Mme_chr05	(1.525e+07,1.53e+07]	6794.266578249337	0.03260305188653711	0.004764047095761381	0.7379850487197531	0.10594888136740108	7	0	-0.236166	1.4e-5	0	16082	0.705617	0.240438	1	0.999884
Mme_chr05	(1.53e+07,1.535e+07]	6931.942218714278	0.03142907179794241	0.004218667709977682	0.7196293012084263	0.10291836269119808	4	0	-0.247413	1.3e-5	0	15517	0.727733	0.247868	1	0.999903
Mme_chr05	(1.535e+07,1.54e+07]	6286.486421107758	0.029491742237961048	0.005030488416169979	0.7126215870719969	0.09667145861492805	8	0	-0.233332	1.2e-5	0	14947	0.634361	0.249888	1	0.999901
Mme_chr05	(1.54e+07,1.545e+07]	6691.1380409168805	0.0280870860646958	0.004800447327549272	0.7470897642191516	0.1009166244108826	9	0	-0.248031	8.4e-5	0	17706	0.795693	0.249107	1	0.999789
Mme_chr05	(1.545e+07,1.55e+07]	7594.072554925585	0.03303398358138436	0.004722868769194425	0.7511087430014174	0.11283180592960075	8	0	-0.249931	1.27e-4	0	17176	0.718829	0.248432	1	0.999819
Mme_chr05	(1.55e+07,1.555e+07]	6602.335326029706	0.031199248419888338	0.005036839118297693	0.7484018866006531	0.10738596189297377	5	0	-0.249588	4.6e-5	0	17226	0.677454	0.247998	1	0.999901
Mme_chr05	(1.555e+07,1.56e+07]	6900.582474788771	0.030833802807304442	0.004332105614608885	0.7181481046061597	0.10642823085309348	9	0	-0.248098	2.3e-5	0	20136	0.678467	0.249419	1	0.999831
Mme_chr05	(1.56e+07,1.565e+07]	9203.254052877815	0.027800533783048635	0.0039069466869763895	0.7199262618503609	0.09672598052442608	3	0	-0.240366	1.28e-4	0	23367	0.702915	0.243909	1	0.99996
Mme_chr05	(1.565e+07,1.57e+07]	8767.685883997205	0.027914895108315862	0.004674576484975541	0.7361763707896576	0.0905088606918239	11	0	-0.237612	2.15e-4	0	23016	0.695156	0.243759	1	0.999866
Mme_chr05	(1.57e+07,1.575e+07]	7177.043549736106	0.02864554434286044	0.004618657081879272	0.7236241459925591	0.09528435563695094	9	0	-0.235342	1.41e-4	0	17502	0.855781	0.248003	1	0.999939
Mme_chr05	(1.575e+07,1.58e+07]	8129.337350163747	0.029302848526278975	0.004221205144510508	0.7201434392547137	0.09412098330736701	9	0	-0.242258	5.4e-5	0	21050	0.77726	0.234711	1	0.999823
Mme_chr05	(1.58e+07,1.585e+07]	6888.601355748373	0.02985780867678959	0.005381560927331887	0.7335495273047722	0.10195058920824294	7	0	-0.249727	6.5e-5	0	16227	0.831474	0.243425	1	0.999929
Mme_chr05	(1.585e+07,1.59e+07]	7389.93711367132	0.032637121593778115	0.0053140852027046635	0.7245739133462956	0.11117780484053513	3	0	-0.245738	1.66e-4	0	17095	0.616601	0.249928	1	0.999808
Mme_chr05	(1.59e+07,1.595e+07]	6898.0506322000565	0.03105122430457994	0.004744473672379882	0.7202633420061815	0.10398915445349817	4	0	-0.249672	1.01e-4	0	17828	0.876072	0.244715	1	0.999885
Mme_chr05	(1.595e+07,1.6e+07]	6817.133630053516	0.03155543689397552	0.004532271101573677	0.727131693795369	0.10117561754887935	9	0	-0.249392	1.1e-5	0	16566	0.850675	0.24837	1	0.999939
Mme_chr05	(1.6e+07,1.605e+07]	8050.873309086269	0.029094180640632974	0.004551168644716692	0.7214556457057172	0.09942411453547728	3	0	-0.244056	5e-5	0	19226	0.895517	0.246949	1	0.999874
Mme_chr05	(1.605e+07,1.61e+07]	6974.080718236652	0.034083989243127555	0.005086809267031715	0.7554740222920199	0.11145979195041276	12	0	-0.248436	1.13e-4	0	18790	0.695593	0.248354	1	0.99987
Mme_chr05	(1.61e+07,1.615e+07]	7578.580385415724	0.03069688621490395	0.004823206550257849	0.7490274188907988	0.10627916574685606	9	0	-0.231395	3.8e-5	0	17847	0.614485	0.247316	1	0.999904
Mme_chr05	(1.615e+07,1.62e+07]	7481.3081684992485	0.026219670872269552	0.00620423361730979	0.7639332961117825	0.10032754768151401	7	0	-0.239204	7.9e-5	0	17152	0.556142	0.249857	1	0.99977800000000006
Mme_chr05	(1.62e+07,1.625e+07]	7256.076022546611	0.02722409484029484	0.0051009464084405265	0.7393076966902732	0.09510814178349472	7	0	-0.249117	8.1e-5	0	16715	0.634828	0.248883	1	0.999908
Mme_chr05	(1.625e+07,1.63e+07]	6513.050560366785	0.02767249763117677	0.004471421268466633	0.7173324252674478	0.09746192131940906	3	0	-0.243561	4.3e-5	0	16010	0.447443	0.245923	1	0.999608
Mme_chr05	(1.63e+07,1.635e+07]	6687.116113429186	0.028586443272118425	0.004924134026098281	0.7400405986126983	0.0986300089829112	9	0	-0.241056	4.2e-5	0	15226	0.859064	0.243531	1	0.999906
Mme_chr05	(1.635e+07,1.64e+07]	6344.807956139232	0.030125450949891622	0.004596163967869438	0.7506714915466021	0.09712830455182966	7	0	-0.244443	3.4e-5	0	16885	0.818755	0.249435	1	0.999896
Mme_chr05	(1.64e+07,1.645e+07]	8753.657826384142	0.029239522009569377	0.005026538311688312	0.7593561082706767	0.10655857788790157	5	0	-0.248725	2.7e-5	0	22413	0.734319	0.248301	1	0.999894
Mme_chr05	(1.645e+07,1.65e+07]	7992.5589342783915	0.029401782362433945	0.004551801601113819	0.7392358368509319	0.10135734015757998	6	0	-0.234456	2.5e-5	0	19780	0.741509	0.248361	1	0.999797
Mme_chr05	(1.65e+07,1.655e+07]	6315.093299406277	0.03078177812702689	0.004829539165793544	0.752999125580003	0.1030659016115352	7	0	-0.244298	6e-5	0	14257	0.841048	0.249104	1	0.999864
Mme_chr05	(1.655e+07,1.66e+07]	6585.805260969017	0.03066653703992514	0.004725035194427116	0.7643742088791848	0.10270123944687046	7	0	-0.225699	3e-6	0	17236	0.697356	0.24175	1	0.99987
Mme_chr05	(1.66e+07,1.665e+07]	7879.297021249684	0.030588482418416392	0.005562142328611182	0.754003828706046	0.10096320958765495	17	0	-0.248068	1.48e-4	0	20554	0.75449600000000006	0.249266	1	0.999928
Mme_chr05	(1.665e+07,1.67e+07]	7882.909167630419	0.0291837654486919	0.004774364267183446	0.7230532746225737	0.09886533744881693	8	0	-0.232426	6.6e-5	0	21450	0.686594	0.247469	1	0.999826
Mme_chr05	(1.67e+07,1.675e+07]	7781.683181345247	0.0322582814737744	0.004818215068241631	0.7190416183670971	0.10135652564416427	6	0	-0.248287	2.9e-5	0	17655	0.632001	0.247022	1	0.999866
