chromosome	col1	col2	afdGANY	afdNYNS	afdNSQU	fstNSQU	fstNYNS	fstGANY	MAQU_pi2	MBNS_pi2	PANY_pi2	JIGA_pi2	LDmaqu	LDmbns	LDpany	LDjiga	GANYdxy	NYNSdxy	NSQUdxy	tajJIGA	tajPANY	tajMBNS	tajMAQU	avgrr	avgrrNY	avgrrF1	gc	exond	in_telo	in_centro	in_inv	midpoint	regions	group
8	5000000	5050000	0.12934944226044226	0.07158271867321868	0.09975353931203931	0.12872484941949142	0.060175915993273	0.19013302898726236	0.01476539320241275	0.01641075063472789	0.01778953483512009	0.01378747599287101	0.11469384419677171	0.10733400398636243	0.0864376870330614	0.1325060050617046	0.01863311555711224	0.01686639357894761	0.01668337369628924	-0.687116	-0.566505	0.679232	0.912961	NA	NA	NA	0.43888	0.09454	no	no	inversion	5025000	inversion	inversion
8	5050000	5100000	0.1375486572504708	0.08021894538606403	0.10322452259887006	0.1471235108429737	0.05928723563949335	0.24511417787854511	0.0143049164683536	0.0162449719414693	0.01766433349939351	0.01253847871177869	0.11273548011384368	0.12093543813356426	0.08340002324723247	0.13938194907512097	0.01762391068838108	0.0166424619973645	0.01618417288778139	-0.987849	-0.615012	0.75172	0.860751	NA	7.44	0	0.43248	0.2335	no	no	inversion	5075000	inversion	inversion
8	5100000	5150000	0.13964074801901744	0.06451423375594295	0.09914603645007924	0.13527986506672504	0.05179826634117811	0.29539194159357546	0.01630340246085011	0.0177656530740914	0.01933687163068666	0.01023303849191082	0.1217207901823532	0.11210341674642844	0.08681340224672782	1	0.01986890853142254	0.0179052534634587	0.0180057432444127	-1.304536	-0.589983	0.584268	0.890139	NA	NA	0	0.4355	0.22332	no	no	inversion	5125000	inversion	inversion
8	5150000	5200000	0.16044425829383888	0.0722968159557662	0.07803136097946288	0.09188268274147728	0.05470186069266864	0.3663336611029232	0.01559208370025667	0.01701398865221646	0.01848369976290503	0.01013138698537519	0.11956372291177456	0.11696764234068856	0.08847359419621044	1	0.02038088508061433	0.01725064736885124	0.01661876960214349	-1.231373	-0.659175	0.631987	1.000717	NA	NA	NA	0.43414	0.27298	no	no	inversion	5175000	inversion	inversion
8	5200000	5250000	0.14297739184178	0.08149163411619283	0.08968523362175526	0.12572283904196538	0.07346510344369563	0.2967553955897035	0.01276410378995802	0.01495497324105184	0.01670189024904176	0.01084103505568375	0.1185769852056576	0.11211584243789843	0.0891961969083846	0.15542515846964838	0.0171180865930596	0.01528449405197082	0.01420993197522487	-1.073263	-0.764541	0.51584700000000006	0.798887	3.76	7.24	0	0.49166	0.31876	no	no	inversion	5225000	inversion	inversion
8	5250000	5300000	0.1421012230462065	0.07272005818596691	0.08447954706217913	0.11734875360475867	0.06392251101922919	0.2952239739479997	0.01717685669426777	0.01739393116	0.01971352386	0.01069325334	0.10897106999925334	0.11047892538171596	0.08397880596348599	1	0.0200938312565228	0.01826791069776002	0.01787782546563264	-1.14938	-0.674103	0.466901	0.703392	NA	7.12	0	0.42256	0.22882	no	no	inversion	5275000	inversion	inversion
8	5300000	5350000	0.1428725757906216	0.06983810687022901	0.09637650054525627	0.13843825420753486	0.06426813018768197	0.341135684974714	0.01269949588858786	0.0126878417733523	0.01451566112886049	0.00766643776388725	0.10527048430623118	0.11193488591892874	0.08475565114668308	1	0.01451978157368712	0.01329694481659776	0.01351005378815511	-1.739736	-0.966627	0.3171	0.694264	3.6	NA	NA	0.4213	0.25898	no	no	inversion	5325000	inversion	inversion
8	5350000	5400000	0.131667327294686	0.07285129710144927	0.087042577294686	0.10023668759829708	0.05363314317436676	0.250159661557528	0.01582468378746989	0.01717402184684032	0.01948482700421941	0.01226285814598624	0.11214719666319084	0.10541614851369505	0.08463930042289494	1	0.01944631988614204	0.01804328040201163	0.01719038961504283	-1.068569	-0.681858	0.606719	0.866227	NA	7.05	NA	0.31984	0.07878	no	no	inversion	5375000	inversion	inversion
8	5400000	5450000	0.1339701163210099	0.07083651848512174	0.08906252479711452	0.14278809986748184	0.05991617182553426	0.26232332332968394	0.01324907747707448	0.0162150734400143	0.01838945876587213	0.01192249311650701	0.1223108244998507	0.11631601792774982	0.08582742771282185	0.14574292325693997	0.01854563110104282	0.01708259006896244	0.01568373938892241	-1.163117	-0.687693	0.525482	0.725021	3.44	7	NA	0.39984	0.20448	no	no	inversion	5425000	inversion	inversion
8	5450000	5500000	0.1368942374331551	0.06611151443850267	0.09241703315508022	0.15105047495522894	0.0604824967555593	0.2738320593812243	0.01540378090807968	0.01745906353697229	0.01940406774603302	0.01287341568374864	0.10691575834078558	0.10991659568905988	0.08890832509030286	1	0.02143824741867052	0.01816449194304032	0.01801040343799552	-1.134493	-0.588743	0.566028	0.843233	3.34	6.98	0	0.45102	0.22882	no	no	inversion	5475000	inversion	inversion
8	5500000	5550000	0.12551456469408226	0.07140062988966901	0.10670668706118357	0.19217785992331807	0.06090463148414334	0.1997462462423759	0.0109193950569476	0.01306745379722304	0.01489262017533872	0.01250859775601149	0.11249394782931356	0.10675968324650398	0.08685324106552596	0.12987272391459712	0.0154450237946666	0.01370410485019946	0.01329364806336634	-0.764889	-0.802601	0.524871	0.506036	3.283333333333333	6.97	0	0.44566	0.236	no	no	inversion	5525000	inversion	inversion
8	5550000	5600000	0.11473053154205608	0.06257196144859813	0.07807989836448599	0.0925241096823273	0.05110850809045399	0.2293984875330008	0.01828293595781507	0.0200640119038076	0.02189399314807765	0.01414910182072829	0.10878765858149723	0.1058678043159131	0.09161159081250632	0.12384665632054176	0.02288172833270254	0.02071858670592705	0.02015861839636612	-1.016003	-0.564186	0.667538	0.938279	3.2	NA	0	0.44426	0.10458	no	no	inversion	5575000	inversion	inversion
8	5600000	5650000	0.12822855766062605	0.0607264686985173	0.09217890032948928	0.13224667882719326	0.04339127861056982	0.2349418255139283	0.01728534761914325	0.02064823089434159	0.0218207983078712	0.01581970906828808	0.1075743227158424	0.10539777054596232	0.08865843633457646	1	0.02300522932203454	0.02047085690721275	0.02052891382857453	-0.716033	-0.615478	0.565482	0.888577	NA	7.02	NA	0.42332	0.02548	no	no	inversion	5625000	inversion	inversion
8	5650000	5700000	0.1248329182282794	0.06183204003407155	0.08807122742759796	0.12419812200188206	0.04697655726764707	0.2944255124817416	0.01931534611526028	0.0215354291152356	0.02256526098311312	0.01318271656162465	0.1096683175198835	0.10752793041438624	0.08949446932757782	1	0.02413809133973081	0.02191952330389381	0.02177583403367539	-1.039461	-0.496032	0.710428	0.947087	NA	7.08	NA	0.42022	0.15518	no	no	inversion	5675000	inversion	inversion
8	5700000	5750000	0.12636825773195876	0.06919166288659793	0.07799272474226805	0.09548585439904916	0.06121569024334047	0.23752746324293944	0.02105804061059908	0.02064986851716581	0.02253714864794591	0.01491957647301939	0.10896386593003717	0.1115752971733787	0.0877785287664196	1	0.02394709632919068	0.02140469246651379	0.0213851921906707	-0.776977	-0.443923	0.638553	1.093821	NA	7.075	0	0.33844	0.13686	no	no	inversion	5725000	inversion	inversion
8	5750000	5800000	0.11733306447453257	0.06978485235332044	0.09490648420373952	0.13567236027317567	0.05823907322489873	0.23657455785464093	0.01712285807812029	0.01968364350495605	0.02103575600312944	0.01229674600056132	0.10623239262946468	0.10606970091088642	0.08584968827198847	0.12944010245815743	0.02094428844249358	0.02002574483729115	0.01981871635452503	-1.155648	-0.599827	0.561833	0.739334	NA	7.06	0	0.41574	0.01542	no	no	inversion	5775000	inversion	inversion
8	5800000	5850000	0.12978504519414386	0.06327489815404201	0.07900872056015278	0.08954956687212368	0.05053248421240705	0.24685114559713317	0.01798673647445007	0.01848073514920889	0.02019191331436813	0.01330813241999999	0.10502264493783305	0.0994018762198734	0.0839312442360783	0.12904869199111768	0.02074633263488492	0.01876208932103958	0.01850229164882993	-1.007522	-0.725985	0.455393	0.927168	NA	7.06	0	0.41158	0.01596	no	no	inversion	5825000	inversion	inversion
8	5850000	5900000	0.1381684454183267	0.06455343187250996	0.08323280637450199	0.09149331543314648	0.05040801339538228	0.33628047312888804	0.01566445325207436	0.01595761545911638	0.01751059785291214	0.00974728712222108	0.1072546864362626	0.10301003898611948	0.08352608976383133	1	0.01781163032069266	0.01606582862581778	0.01612278336670861	-1.42184	-0.812913	0.46309	0.8729	NA	7.05	0	0.45422	0.19734	no	no	inversion	5875000	inversion	inversion
8	5900000	5950000	0.1373998424705066	0.05906911034004164	0.07977611034004164	0.10377883675426908	0.04474179696630751	0.2908489204153456	0.0146781384094144	0.01613336249974954	0.01698962675788673	0.01068544700940188	0.1063207247309005	0.10621663443029015	0.08481496227138643	0.09816579730838668	0.01815428858737064	0.01603350616854374	0.01592349627021999	-1.105143	-0.81908	0.425249	0.743666	NA	7.04	0	0.43984	0.27616	no	no	inversion	5925000	inversion	inversion
8	5950000	6000000	0.12483629123533473	0.05846495445134576	0.082938038647343	0.09590560373051712	0.04164883524674452	0.2605886737568792	0.01730713063072085	0.01876841457014662	0.01963226485059402	0.01184516105379144	0.11369396305632463	0.10573672031403336	0.08402134600094521	0.09120368080298294	0.02029393971605406	0.01855214700594716	0.01835741253091098	-1.223039	-0.644425	0.489028	0.914123	2.69	7.02	NA	0.44008	0.21584	no	no	inversion	5975000	inversion	inversion
8	6000000	6050000	0.13817681452249408	0.06139897316495659	0.08975873480662984	0.13212189515234804	0.0545510027198385	0.2321995378317435	0.01524785029281803	0.01662525320655045	0.0184180158683204	0.01496807377066397	0.11161885138618548	0.10692914451926674	0.087112006916884	0.1060592453150014	0.01972989313107995	0.01707895240319144	0.01709849923163604	-0.873414	-0.682235	0.412388	0.906796	NA	NA	NA	0.42968	0.15268	no	no	inversion	6025000	inversion	inversion
8	6050000	6100000	0.17022717383966246	0.06939452067510549	0.09736088016877638	0.18694773486094127	0.06883014027961465	0.32425758330707993	0.00719643487787717	0.00891232441679004	0.01038096669866794	0.00833979880661567	0.1154554722625434	0.11026695230245666	0.07755730354385271	0.14172655505443235	0.01093130238739812	0.00871771275849529	0.00832386149746125	-1.318793	-1.266173	0.128933	0.15416	NA	NA	0	0.43278	0.36870000000000003	no	no	inversion	6075000	inversion	inversion
8	6100000	6150000	0.14997238437303087	0.0675339332073094	0.10805398676748584	0.1773232589342481	0.0547609564903908	0.2938300876854618	0.01255894158511538	0.01514913067015496	0.01711291899728179	0.01006999119929594	0.10829485050957234	0.10435005983420244	0.08014797941270742	1	0.01798228500388865	0.01577095850163528	0.01570675147195636	-1.33969	-0.750954	0.374149	0.531439	NA	6.92	NA	0.42084	0.20676	no	no	inversion	6125000	inversion	inversion
8	6150000	6200000	0.1300376306856755	0.0687703034623218	0.10617756687033264	0.19872051887959455	0.05620664797544685	0.27564756647966354	0.0130499375990372	0.0159081843118383	0.01728767570331455	0.01139310519563823	0.10299643508177632	0.10322729924084134	0.08098329520475454	1	0.01815943682747483	0.01621413710996051	0.01646413246831334	-1.200071	-0.838997	0.391206	0.514656	NA	6.845000000000001	NA	0.42428	0.10852	no	no	inversion	6175000	inversion	inversion
8	6200000	6250000	0.1276472434652726	0.0643385220313667	0.10237695967139657	0.1653372950275553	0.04683681003295211	0.2478954868462841	0.01617884916639819	0.01955695422549374	0.0213700007631748	0.01477369878527902	0.10786991316178927	0.10454446130275462	0.08598997938854318	1	0.02248768056551404	0.01998052147567569	0.01980303544138004	-0.853113	-0.567727	0.577751	0.670828	NA	6.78	0	0.41554	0.03384	no	no	inversion	6225000	inversion	inversion
8	6250000	6300000	0.1508122317961165	0.07827749817961166	0.1313871541262136	0.31713873402497333	0.0769674179972233	0.27963632528001	0.00924501654066162	0.01421290367614704	0.016415751	0.01078342178	0.1329893086269003	0.11144908107132544	0.07978712445131685	1	0.01700535796196681	0.01556604337626336	0.01562474573817855	-1.048791	-0.825067	0.428665	-0.164994	NA	NA	NA	0.42288	0.09192	no	no	inversion	6275000	inversion	inversion
8	6300000	6350000	0.12934925773809525	0.06779437797619048	0.0865559142857143	0.16257485339927957	0.0629185941561668	0.28304763359651236	0.01431936474341597	0.01826314112412374	0.02021621811043354	0.0145273185427565	0.11926035837712208	0.1061627062897667	0.08099449111713339	0.13521826366412648	0.02179237771271248	0.01909879660126973	0.0179558385847688	-0.810111	-0.659652	0.400117	0.847608	NA	6.73	0	0.4154	0.20184	no	no	inversion	6325000	inversion	inversion
8	6350000	6400000	0.14023944122965645	0.05414782097649186	0.09928822362869198	0.1693342890166722	0.0365948996370035	0.3036159658949873	0.01222849971770778	0.01599422041688505	0.01703081933221835	0.01185757984156345	0.11089394094316808	0.1001465403345266	0.07895150798356478	0.12084806011829444	0.01841238397695284	0.01584366798439821	0.01598823824180284	-1.161472	-0.785683	0.427024	0.524327	2.62	NA	NA	0.39776	0.11878	no	no	inversion	6375000	inversion	inversion
8	6400000	6450000	0.11931732245357345	0.06207503376477209	0.08711511873944852	0.11179500640290992	0.04700853970562956	0.25027580766776575	0.01756942172434487	0.01953049156814499	0.02053208365673134	0.01353482594518903	0.11778927847007133	0.10316557812454764	0.08209903089210714	0.12080024570260849	0.02141156022483917	0.01954013224005512	0.01969603867716788	-1.130587	-0.62764	0.534341	1.083565	NA	NA	NA	0.39524	0	no	no	inversion	6425000	inversion	inversion
8	6450000	6500000	0.12080673623623624	0.05847804104104104	0.08127050500500502	0.11636022215202715	0.04862069986412738	0.2762381653151236	0.01755687193853049	0.01873832941247074	0.02059381625017506	0.01331017367473494	0.10319575865066943	0.099747701780284	0.07750103488781863	0.12391451563911007	0.02142901980471304	0.01937808927175899	0.01934479889021165	-1.049818	-0.672951	0.515062	0.732604	NA	6.61	0	0.38006	0	no	no	inversion	6475000	inversion	inversion
8	6500000	6550000	0.12629969415081044	0.05783759196617336	0.0742257096546864	0.09001368995610369	0.04864333279986976	0.2994355690128844	0.01429825012438694	0.01455124293089565	0.01572321480921083	0.01074883771034288	0.10145535277216612	0.0993155341773144	0.07805652963689576	0.12579033368681514	0.01689290439233642	0.01469945185988707	0.0147605921336715	-1.254063	-0.898106	0.304737	0.714875	NA	6.59	NA	0.40144	0.07476	no	no	inversion	6525000	inversion	inversion
8	6550000	6600000	0.1234160057660626	0.05705052471169687	0.07919388962108732	0.0923414609373628	0.04088715842230776	0.22379467350086107	0.01835953179680665	0.01905338810406894	0.02032532682521827	0.01386557741841259	0.10626508392983164	0.09932769832424958	0.08306602450234774	0.13638913058589872	0.02077846325074117	0.01936506364320389	0.01979650409934323	-1.016164	-0.653859	0.414044	0.923283	2.75	NA	NA	0.39702	0	no	no	inversion	6575000	inversion	inversion
8	6600000	6650000	0.128116216152019	0.06228945190023753	0.07803275356294537	0.09494710122618533	0.04772997320578486	0.2762562636065899	0.0153182168702466	0.01652327770681965	0.01762129192897329	0.01168188346545159	0.1030687419049698	0.09670682108579168	0.07961535740015661	0.1312791054300591	0.01832341820896606	0.01656978324669917	0.01641088601749067	-1.223295	-0.824081	0.37996	0.879371	NA	6.52	NA	0.4061	0.0996	no	no	inversion	6625000	inversion	inversion
8	6650000	6700000	0.11942410884749707	0.05725213271245635	0.0744170355064028	0.09309564447529783	0.04452499816410766	0.2231505427743401	0.0180589489746876	0.01952186396860043	0.02129581602498648	0.01473177957591518	0.10473192619534742	0.101711662451021	0.08026519048085878	0.11511233226328642	0.02224810214330971	0.01982790487491777	0.01927615236512959	-0.799743	-0.608403	0.546639	0.924358	2.86	6.5	0	0.40172	0.13108	no	no	inversion	6675000	inversion	inversion
8	6700000	6750000	0.1378682400489896	0.06674841579914269	0.09803102755664422	0.14966740148600477	0.05533736071517077	0.28980472725874307	0.01669879073773611	0.01896563780380203	0.02095204394703152	0.01221191118	0.10214977532937825	0.10098364203233257	0.0815269197929528	1	0.02140628211876951	0.01966172975597575	0.01975970836643213	-1.233047	-0.67304	0.542648	0.818795	2.98	6.47	0	0.4054	0	no	no	inversion	6725000	inversion	inversion
8	6750000	6800000	0.12725287212911235	0.06463009000620733	0.09152695716945997	0.11448936856329478	0.04961364686253952	0.26105621885048774	0.01649646572995202	0.01770060557359198	0.01886125265978883	0.01250618596265033	0.10719968647693816	0.10554883185556412	0.08162662339617055	1	0.01985167169676694	0.0178377039032789	0.0180508334881814	-1.09678	-0.734743	0.477816	0.967935	3.06	NA	0	0.41632	0.04916	no	no	inversion	6775000	inversion	inversion
8	6800000	6850000	0.1226736625994695	0.06333896710875332	0.08620490716180372	0.1306065144504303	0.05717131357562172	0.23565264271746436	0.01590712204732284	0.01770500190011401	0.01942638009520381	0.01439155612	0.10575232986349424	0.1024884923138465	0.08271545234724127	1	0.02006838618254093	0.01832979968623058	0.01835228719976091	-0.873402	-0.745048	0.419939	0.903155	3.125	NA	NA	0.416	0.1175	no	no	inversion	6825000	inversion	inversion
8	6850000	6900000	0.13150767414916728	0.06999054525706011	0.09798364301230993	0.18925739063415037	0.07175757680339981	0.28366365345753836	0.01367215308537955	0.01699676411953469	0.01905653214815408	0.01284601745490982	0.12121503700152292	0.11174893155052933	0.08743460448433098	0.11965134979723736	0.020688563923237	0.01793140817404981	0.01742975113735483	-1.128635	-0.697601	0.550334	0.71592	NA	NA	0	0.43184	0.22144	no	no	inversion	6875000	inversion	inversion
8	6900000	6950000	0.11115117055144969	0.06380628482092097	0.08249922797043775	0.10261644256320648	0.05120474311695394	0.1832232231029539	0.01737648272055872	0.01852946554007947	0.02006173635926608	0.01567882652	0.0978613575234546	0.1054561676313829	0.08582837665510547	1	0.02068165781865907	0.01885970376504692	0.01883453627450164	-0.773721	-0.713519	0.579694	0.867171	3.36	6.38	0	0.40612	0.06246	no	no	inversion	6925000	inversion	inversion
8	6950000	7000000	0.11023257421289356	0.05960466216891554	0.0840666711644178	0.12061940023674005	0.0525442353591766	0.18164586477087327	0.013796703505188	0.01430460657130718	0.01576336371910521	0.01445328459909228	0.09965122857237518	0.09849944991031784	0.07501417832745567	0.1047674100852999	0.01714269978643018	0.01469857816827791	0.01483410834355179	-0.773859	-0.928683	0.215124	0.709253	3.47	6.42	NA	0.4033	0.04056	no	no	inversion	6975000	inversion	inversion
8	7000000	7050000	0.1172642135306554	0.05873356553911205	0.07848942864693446	0.1058551248308079	0.04592245376744561	0.21626454852400487	0.01505382398	0.01595517774	0.0172986324	0.01296312448	0.10716986210225374	0.10235833379549392	0.07739074825140259	1	0.01838052765047102	0.01608665462373518	0.01618755182038893	-1.053984	-0.844062	0.342231	0.820526	NA	NA	0	0.39868	0.13724	no	no	inversion	7025000	inversion	inversion
8	7050000	7100000	0.12232660458167333	0.06214453336653387	0.07196956822709163	0.08596477122812216	0.04958758261286805	0.22060916686340068	0.01615979358597081	0.01619908636045231	0.01820042278521542	0.01413968392517755	0.1003372437900128	0.1048856106882859	0.07828033062914606	0.10846431250334244	0.0193211481870613	0.01684475477041345	0.01653143044314648	-0.980999	-0.819351	0.453053	0.76495	3.705	6.53	0	0.39784	0	no	no	inversion	7075000	inversion	inversion
8	7100000	7150000	0.12839692645314357	0.06660748873072361	0.08109524317912219	0.12222558171978724	0.05803341663208062	0.2258810617299292	0.0121042275334608	0.01330277968816032	0.01474288008446321	0.01193596957777777	0.09998446567871962	0.09913275720346174	0.07232935110780424	0.10870314077966102	0.01572830989765697	0.01390625388971939	0.01340331299027334	-0.961194	-0.870852	0.38702	0.55459	NA	6.56	NA	0.36172	0.13378	no	no	inversion	7125000	inversion	inversion
8	7150000	7200000	0.15463849357326478	0.06435656383890317	0.08318978920308484	0.1082297017434609	0.05417491735183362	0.35024490919643114	0.01377327788613163	0.01453363299989687	0.016324943849272	0.01161229609158282	0.10633585283100808	0.10853874677134628	0.08167319467723669	1	0.01851477574806609	0.01478632558420364	0.01481312156146888	-1.210887	-0.740805	0.450188	0.825772	3.87	6.66	NA	0.46234	0.24542	no	no	inversion	7175000	inversion	inversion
8	7200000	7250000	0.12133280748340376	0.06429025648762825	0.08258315570307785	0.09960922766282636	0.05233407892511067	0.23093942069866968	0.01502802341948549	0.01533213712280701	0.01715103718254525	0.01133801040789315	0.1075465691673364	0.10806138879037364	0.08149736111762712	0.13805241773938762	0.01668352123307982	0.01568091063323372	0.0155250952752429	-1.342605	-0.764211	0.372276	0.940028	NA	NA	0	0.45002	0.14144	no	no	inversion	7225000	inversion	inversion
8	7250000	7300000	0.13732513052208836	0.06544363654618474	0.08684773092369479	0.14759383350512495	0.05775306725518979	0.22157051079476853	0.00959374850311432	0.01080367899967809	0.01242531221311311	0.01160396726208375	0.1138522817908818	0.09782284138984644	0.08087137933807978	0.12829441846848222	0.01357717773287904	0.01112452393628914	0.01085526114259773	-1.009588	-1.072529	0.033421	0.604667	4.2	NA	NA	0.42444	0.21826	no	no	inversion	7275000	inversion	inversion
8	7300000	7350000	0.11208336143695016	0.05888899046920821	0.07754659237536657	0.10481083383005496	0.04150743246595159	0.17073838857575785	0.01485293553138216	0.01691463775659517	0.01784424358706986	0.01439142043825942	0.11367089279494992	0.100465408499744	0.08357844059124503	0.11821324210913468	0.01855381176199425	0.01680670728792291	0.01652273490913364	-0.908711	-0.750604	0.43264	0.863928	4.33	NA	NA	0.44032	0.28646	no	no	inversion	7325000	inversion	inversion
8	7350000	7400000	0.12879432929047907	0.06011843723468769	0.07347669678593087	0.10113715867819607	0.04931706738469946	0.2647681733826877	0.01004716407959999	0.01200843873304253	0.01313328811149602	0.00924193859877197	0.110504537151776	0.09830665098843584	0.07718708639668312	0.1420218919725021	0.01345348428297087	0.01195498843278832	0.01127306522362771	-1.421019	-1.092258	0.152694	0.75053	4.35	6.91	0	0.42406	0.29448	no	no	inversion	7375000	inversion	inversion
8	7400000	7450000	0.12170097933409874	0.0626304150401837	0.07505006773823192	0.09389425608732602	0.04580090304328396	0.18700743486258303	0.01347677874902486	0.01559708650173003	0.01652746396	0.01394985384	0.10956888138686131	0.10151686392180095	0.07709237409951415	0.11727106627616556	0.01695824027468855	0.01559767583399238	0.01493871745249773	-0.752815	-0.737123	0.4778	0.867449	4.495	NA	NA	0.41022	0.22564	no	no	inversion	7425000	inversion	inversion
8	7450000	7500000	0.13158328947368422	0.06369916666666667	0.09263888441692468	0.13576573328212763	0.04915703217126096	0.23938437505841473	0.01190851907461006	0.01405673374743697	0.01520928905904578	0.01096991535156407	0.10767812983732056	0.10451509337635773	0.07516309238420461	0.11800409113544227	0.01571784093684291	0.01415594046046629	0.01382920669847855	-1.123149	-0.897362	0.299844	0.658374	4.65	6.99	0	0.40472	0.18472	no	no	inversion	7475000	inversion	inversion
8	7500000	7550000	0.12639529924898904	0.06621960543038706	0.08588167302137494	0.12976576243939644	0.06339167285098274	0.2266579229377171	0.01159443106761138	0.01135928621144845	0.01374771608	0.0116579645	0.1048152714492454	0.10568217673276677	0.07456735787159686	0.11501403512113616	0.01481997171375768	0.01245855003002106	0.01207164251863355	-0.890927	-0.942193	0.341922	0.791825	4.715	NA	0	0.38118	0.17908	no	no	inversion	7525000	inversion	inversion
8	7550000	7600000	0.10217849675324676	0.07047775649350649	0.0673408116883117	0.0931670138952476	0.07286695756569474	0.1260786157639389	0.01448327847159043	0.01530184131128517	0.01708372722025233	0.01485582260129693	0.11081956754824876	0.112341723392952	0.08064925547320896	0.0986357680533752	0.01644757480397752	0.01594484650708601	0.01521387960959906	-0.696366	-0.318278	0.872814	1.239583	NA	NA	NA	0.17358	0.02922	no	no	inversion	7575000	inversion	inversion
8	7600000	7650000	0.13515739962476547	0.07502941275797373	0.0890514846779237	0.13103212113355392	0.07841681196879141	0.2867697445469391	0.00989745508752071	0.01062242674747474	0.01192635622222222	0.00813099933331986	0.09783399236263984	0.09968509801948496	0.07286225462066248	0.1314090502283105	0.01183562240740056	0.01087164954740931	0.01056084253386193	-1.641995	-1.179704	0.230345	0.512718	NA	NA	NA	0.41098	0.22598	no	no	inversion	7625000	inversion	inversion
8	7650000	7700000	0.12607369372225746	0.06430487190868739	0.07509984971464807	0.09810442980525276	0.05970590746339476	0.273160357730274	0.00891254240445477	0.00904749099279423	0.01038380075662043	0.00766268212570056	0.09567538264688746	0.1008297653859907	0.07099450136903968	0.13097733764068362	0.01042890573964263	0.0090937331011812	0.00900459804784659	-1.571314	-1.354005	-0.193338	0.279033	NA	6.96	NA	0.4147	0.10528	no	no	inversion	7675000	inversion	inversion
8	7700000	7750000	0.12077288595127007	0.07415823483670296	0.06413374390876102	0.07564386164327	0.08494688507674569	0.21790055861352653	0.01289781265630314	0.01214020244858766	0.01403160501241092	0.0114374475095019	0.10021415893634383	0.1099052940529416	0.07323560976205334	0.1011282793651852	0.01469484304354248	0.01285523510465952	0.01224459856727036	-1.221793	-1.087032	0.291785	0.593694	5.19	NA	0	0.40352	0.05276	no	no	inversion	7725000	inversion	inversion
8	7750000	7800000	0.122719464267084	0.07215677412623892	0.07281963536776213	0.10043570279798592	0.07067761005562642	0.2276279138540889	0.01080357912747648	0.01253672783455669	0.01426687188	0.01185697336	0.106301907241434	0.1044416254319511	0.07281346534077385	0.10744879681880648	0.01534639442956026	0.01332806264235035	0.01230662444502503	-1.113205	-0.993054	0.358228	0.657707	NA	NA	NA	0.38796	0.05678	no	no	inversion	7775000	inversion	inversion
8	7800000	7850000	0.13503982005899706	0.06867697463126844	0.08020213569321534	0.10350850111014862	0.05988239948981039	0.27362400395524095	0.01296668305691973	0.01422472488124949	0.0158939917900837	0.01168704631566245	0.10696422611297562	0.1038024023972064	0.07924188667102681	0.12733832722656124	0.01726939645514494	0.01459271698845986	0.0139244188333668	-1.162559	-0.902505	0.282202	0.687025	NA	NA	NA	0.40904	0.1731	no	no	inversion	7825000	inversion	inversion
8	7850000	7900000	0.11965203011472277	0.0559819259082218	0.07304804732313576	0.09162929834483284	0.04532513864789161	0.2462903043581954	0.01576565142118341	0.01716027233027374	0.01853164110286834	0.01334489123285473	0.10274334501772352	0.099966328550672	0.07484995240114992	1	0.01968656185022486	0.01732018763869292	0.01687851334056941	-1.099936	-0.805152	0.399137	0.732562	NA	NA	NA	0.39472	0.0023	no	no	inversion	7875000	inversion	inversion
8	7900000	7950000	0.11624307370393504	0.06346696502186133	0.07455034103685197	0.09252468467295064	0.05583012259717061	0.19685906985506524	0.01661869863272239	0.01660521375215074	0.01845289558132247	0.0149181353502852	0.10029614601617293	0.09826561762763704	0.07874637239901251	0.0948350994	0.02068158416202181	0.01732868121137349	0.01728546227267629	-0.837099	-0.783339	0.452052	0.880316	NA	7.05	NA	0.39924	0.08522	no	no	inversion	7925000	inversion	inversion
8	7950000	8000000	0.1133982079681275	0.0628453593625498	0.0783500079681275	0.0923024010222449	0.05038458588877581	0.16730031736396797	0.01500509076560777	0.01612358459834353	0.01714431875	0.01473101294999999	0.10398106271072152	0.09591620913016656	0.07795036178890129	0.10621733943260704	0.01770342160900352	0.01618241291295131	0.0157586528872658	-0.763679	-0.708643	0.511879	0.985238	NA	7.09	0	0.33042	0.14682	no	no	inversion	7975000	inversion	inversion
8	8000000	8050000	0.12167629079616037	0.05574609994353473	0.07769535347261435	0.1035827354180474	0.04341719794783939	0.23682398643942967	0.01317226856639012	0.0137259369068119	0.01529686766884182	0.011222959	0.09922957454588346	0.0965277094821132	0.069668621358214	0.1171522102250592	0.0165843467045485	0.0139405025069947	0.01382424816168955	-1.231242	-0.942093	0.231882	0.649112	NA	7.11	NA	0.41742	0.12942	no	no	inversion	8025000	inversion	inversion
8	8050000	8100000	0.12203832751297784	0.06116313780084945	0.07203093251533743	0.07537664437600246	0.04788536273460422	0.25714795866616064	0.01279159576008689	0.01269290347575824	0.01371595235608403	0.00977023023525646	0.09679718331632346	0.09771259655106028	0.07077473230839369	0.13258435997868373	0.01430239081511092	0.01278251122288479	0.0128848817259719	-1.328807	-1.007636	0.142396	0.475952	NA	7.12	NA	0.40098	0.12666	no	no	inversion	8075000	inversion	inversion
