chr	col1	col2	reps	size	at_per
7	18000000	18050000	13	10.923076923076923	68.92307692307692
7	18050000	18100000	4	10.5	59
7	18100000	18150000	5	8.6	49.4
7	18150000	18200000	7	6.285714285714286	49.42857142857143
7	18200000	18250000	6	5.5	50.333333333333336
7	18250000	18300000	13	26	20.692307692307693
7	18300000	18350000	6	30.833333333333332	64.16666666666667
7	18350000	18400000	12	11.333333333333334	53.333333333333336
7	18400000	18450000	9	8.666666666666666	45.888888888888886
7	18450000	18500000	14	8.5	57.785714285714285
7	18500000	18550000	13	24.46153846153846	57.69230769230769
7	18550000	18600000	4	14	46.5
7	18600000	18650000	6	3.6666666666666665	63.5
7	18650000	18700000	13	15.461538461538462	84.92307692307692
7	18700000	18750000	13	15.153846153846153	52.15384615384615
7	18750000	18800000	12	19.166666666666668	58.833333333333336
7	18800000	18850000	20	5.2	62.1
7	18850000	18900000	24	5.458333333333333	51.291666666666664
7	18900000	18950000	7	4.285714285714286	48.714285714285715
7	18950000	19000000	11	9.818181818181818	57.45454545454545
7	19000000	19050000	19	6.684210526315789	58.94736842105263
7	19050000	19100000	12	5.833333333333333	59
7	19100000	19150000	17	6.764705882352941	61.94117647058823
7	19150000	19200000	15	5.2	65.33333333333333
7	19200000	19250000	9	7.222222222222222	65
7	19250000	19300000	14	4.642857142857143	53.785714285714285
7	19300000	19350000	15	5.066666666666666	66.26666666666667
7	19350000	19400000	11	9.636363636363637	61.63636363636363
7	19400000	19450000	31	29.677419354838708	54.74193548387097
7	19450000	19500000	5	8	36.2
7	19500000	19550000	8	45	52.125
7	19550000	19600000	10	30.8	64.3
7	19600000	19650000	73	29.397260273972602	54.80821917808219
7	19650000	19700000	30	24.433333333333334	52.4
7	19700000	19750000	1	2	50
7	19750000	19800000	8	11.75	45.375
7	19800000	19850000	10	10.4	67.6
7	19850000	19900000	20	32.85	60.95
7	19900000	19950000	44	23.681818181818183	70.36363636363636
7	19950000	20000000	42	19.976190476190474	60.45238095238095
7	20000000	20050000	47	37.51063829787234	61.680851063829785
7	20050000	20100000	43	16.976744186046513	70.02325581395348
7	20100000	20150000	48	32.729166666666664	66.54166666666667
7	20150000	20200000	76	42.51315789473684	74.5
7	20200000	20250000	49	29.244897959183675	69.16326530612245
7	20250000	20300000	60	32.416666666666664	63.8
7	20300000	20350000	64	30	54.1875
7	20350000	20400000	26	19.96153846153846	66.11538461538461
7	20400000	20450000	46	53.21739130434783	55.391304347826086
7	20450000	20500000	88	35.05681818181818	61.77272727272727
7	20500000	20550000	66	33.63636363636363	59.07575757575758
7	20550000	20600000	83	27.253012048192772	51.65060240963855
7	20600000	20650000	30	26.5	62.166666666666664
7	20650000	20700000	60	38.15	52.416666666666664
7	20700000	20750000	57	28.36842105263158	66.56140350877193
7	20750000	20800000	64	27.28125	56.4375
7	20800000	20850000	134	38.343283582089555	51.35820895522388
7	20850000	20900000	22	22.272727272727273	55.22727272727273
7	20900000	20916884	NA	NA	NA
8	0	50000	97	56.41237113402062	55.577319587628864
8	50000	100000	78	56.44871794871795	61.243589743589745
8	100000	150000	120	38.625	60.483333333333334
8	150000	200000	68	40.1764705882353	67.27941176470588
8	200000	250000	73	33.26027397260274	61.95890410958904
8	250000	300000	49	35.93877551020408	63.285714285714285
8	300000	350000	60	34.75	56.75
8	350000	400000	35	41.857142857142854	62.91428571428571
8	400000	450000	40	31.325	71.6
8	450000	500000	44	31.863636363636363	61.54545454545455
8	500000	550000	38	28.63157894736842	74
8	550000	600000	24	49.333333333333336	57.166666666666664
8	600000	650000	43	33.2093023255814	59.674418604651166
8	650000	700000	90	26.022222222222222	51.58888888888889
8	700000	750000	24	38.125	75.54166666666667
8	750000	800000	25	24.32	62.44
8	800000	850000	45	36.13333333333333	57.91111111111111
8	850000	900000	29	27.586206896551722	54.86206896551724
8	900000	950000	69	27.07246376811594	46.79710144927536
8	950000	1000000	17	13.294117647058824	56.11764705882353
8	1000000	1050000	18	9.277777777777779	63.833333333333336
8	1050000	1100000	26	16.192307692307693	55.53846153846154
8	1100000	1150000	9	13.555555555555555	46.333333333333336
8	1150000	1200000	34	16.41176470588235	44.38235294117647
8	1200000	1250000	33	17.78787878787879	55.484848484848484
8	1250000	1300000	7	3.857142857142857	50.42857142857143
8	1300000	1350000	14	7.857142857142857	38
8	1350000	1400000	5	6.8	51.6
8	1400000	1450000	9	5.888888888888889	51.22222222222222
8	1450000	1500000	11	7.454545454545454	52.18181818181818
8	1500000	1550000	7	5.285714285714286	52.285714285714285
8	1550000	1600000	4	9.75	64
8	1600000	1650000	6	8	47.333333333333336
8	1650000	1700000	9	10.444444444444445	34.666666666666664
8	1700000	1750000	7	5	42.42857142857143
8	1750000	1800000	8	7	55.625
8	1800000	1850000	4	4.5	59.25
8	1850000	1900000	20	10.95	57.3
8	1900000	1950000	8	8.625	56.875
8	1950000	2000000	7	11.571428571428571	74
8	2000000	2050000	4	14.5	71.25
8	2050000	2100000	8	8.5	61
8	2100000	2150000	11	10.909090909090908	50
8	2150000	2200000	7	8.571428571428571	58.57142857142857
8	2200000	2250000	2	7.5	40
8	2250000	2300000	4	11.5	63
8	2300000	2350000	5	10.2	55.6
8	2350000	2400000	6	11.5	77.16666666666667
8	2400000	2450000	10	15.9	36.1
8	2450000	2500000	6	5.833333333333333	46.5
8	2500000	2550000	5	8.6	74.4
8	2550000	2600000	6	13.666666666666666	55.833333333333336
8	2600000	2650000	7	20.428571428571427	71.71428571428571
8	2650000	2700000	1	2	44
8	2700000	2750000	7	13.142857142857142	52.42857142857143
8	2750000	2800000	4	8.25	52.25
8	2800000	2850000	15	9.466666666666667	66.86666666666666
8	2850000	2900000	32	13.1875	68.9375
8	2900000	2950000	15	9.4	49.666666666666664
8	2950000	3000000	13	8.461538461538462	72
8	3000000	3050000	7	4.714285714285714	43.857142857142854
8	3050000	3100000	5	4.8	56.2
8	3100000	3150000	20	7.3	63
8	3150000	3200000	14	24.571428571428573	50.642857142857146
8	3200000	3250000	18	13.5	78.33333333333333
8	3250000	3300000	17	24.470588235294116	69.94117647058823
8	3300000	3350000	8	11.875	43.5
8	3350000	3400000	19	8.31578947368421	37.36842105263158
8	3400000	3450000	7	64.42857142857143	78.57142857142857
8	3450000	3500000	9	8.11111111111111	61.44444444444444
8	3500000	3550000	3	6.666666666666667	58
8	3550000	3600000	8	13.875	49.875
8	3600000	3650000	1	13	96
8	3650000	3700000	11	12	50.72727272727273
8	3700000	3750000	9	11.777777777777779	55.333333333333336
8	3750000	3800000	14	9.071428571428571	44.42857142857143
8	3800000	3850000	10	9.9	69.6
8	3850000	3900000	8	9.75	64
8	3900000	3950000	4	5.5	41.25
8	3950000	4000000	9	7.222222222222222	56.22222222222222
8	4000000	4050000	10	15.9	71.3
8	4050000	4100000	8	13.875	63.125
8	4100000	4150000	13	9.615384615384615	46.76923076923077
8	4150000	4200000	3	96.66666666666667	71.33333333333333
8	4200000	4250000	11	7.545454545454546	58.90909090909091
8	4250000	4300000	8	11.875	69.5
8	4300000	4350000	12	11.75	82.41666666666667
8	4350000	4400000	17	8.941176470588236	50.11764705882353
8	4400000	4450000	6	7.5	63.166666666666664
8	4450000	4500000	8	12.5	67.25
8	4500000	4550000	3	15.333333333333334	44.666666666666664
8	4550000	4600000	6	11.833333333333334	74.16666666666667
8	4600000	4650000	3	13.666666666666666	39
8	4650000	4700000	10	10.7	65.8
8	4700000	4750000	12	9.25	49.25
8	4750000	4800000	6	6.833333333333333	46.166666666666664
8	4800000	4850000	7	17.285714285714285	48.714285714285715
8	4850000	4900000	1	17	87
8	4900000	4950000	5	5	64.6
8	4950000	5000000	6	11.5	51
8	5000000	5050000	8	6.5	34.125
8	5050000	5100000	4	8.5	42
8	5100000	5150000	13	14.76923076923077	60.76923076923077
8	5150000	5200000	5	9.4	63.2
8	5200000	5250000	21	10.523809523809524	49.142857142857146
8	5250000	5300000	5	4	55.2
8	5300000	5350000	17	9.411764705882353	60.411764705882355
8	5350000	5400000	17	5.9411764705882355	48.705882352941174
8	5400000	5450000	8	10.125	62.25
8	5450000	5500000	13	7.461538461538462	56.69230769230769
8	5500000	5550000	9	10.11111111111111	82
8	5550000	5600000	11	10.363636363636363	62.36363636363637
8	5600000	5650000	12	8.666666666666666	37.416666666666664
8	5650000	5700000	6	3	55.333333333333336
8	5700000	5750000	2	3.5	47.5
8	5750000	5800000	8	6.875	51.75
8	5800000	5850000	10	7.8	42.3
8	5850000	5900000	13	13.76923076923077	49.53846153846154
8	5900000	5950000	6	9.166666666666666	53
8	5950000	6000000	6	3.6666666666666665	57.5
8	6000000	6050000	8	6.75	56.375
8	6050000	6100000	10	9.9	62.6
8	6100000	6150000	8	6.75	35.25
8	6150000	6200000	13	9.23076923076923	46.23076923076923
8	6200000	6250000	14	7.928571428571429	58
8	6250000	6300000	5	13.4	48
8	6300000	6350000	8	10	61.375
8	6350000	6400000	6	9.5	60.833333333333336
8	6400000	6450000	9	5.444444444444445	62.666666666666664
8	6450000	6500000	7	10.285714285714286	65.28571428571429
8	6500000	6550000	5	9.2	64.8
8	6550000	6600000	6	6.166666666666667	51.666666666666664
8	6600000	6650000	19	9.157894736842104	50.526315789473685
8	6650000	6700000	8	10.125	66.5
8	6700000	6750000	7	4	49.714285714285715
8	6750000	6800000	7	11.285714285714286	49.57142857142857
8	6800000	6850000	4	2.25	44.5
8	6850000	6900000	5	6.4	50.2
8	6900000	6950000	2	7	79.5
8	6950000	7000000	5	15.6	63.8
8	7000000	7050000	1	14	78
8	7050000	7100000	9	13.333333333333334	68
8	7100000	7150000	2	3	62.5
8	7150000	7200000	9	5.888888888888889	44.888888888888886
8	7200000	7250000	10	6	47.5
8	7250000	7300000	7	7	62.714285714285715
8	7300000	7350000	2	13	54
8	7350000	7400000	6	8.333333333333334	76
8	7400000	7450000	3	8.666666666666666	63
8	7450000	7500000	4	17.5	76.25
8	7500000	7550000	2	18.5	69.5
8	7550000	7600000	1	49	76
8	7600000	7650000	11	11.454545454545455	67.18181818181819
8	7650000	7700000	9	9.777777777777779	56.77777777777778
8	7700000	7750000	11	4.636363636363637	64.72727272727273
8	7750000	7800000	1	17	49
8	7800000	7850000	10	7.2	62.1
8	7850000	7900000	9	11.333333333333334	64.55555555555556
8	7900000	7950000	4	5.75	77.75
8	7950000	8000000	6	17	48.666666666666664
8	8000000	8050000	4	9	62.75
8	8050000	8100000	2	2	44
8	8100000	8150000	5	7	78.4
8	8150000	8200000	5	14.4	73
8	8200000	8250000	2	14.5	44
8	8250000	8300000	5	11.8	52.6
8	8300000	8350000	4	9.75	85
8	8350000	8400000	7	13.142857142857142	64
8	8400000	8450000	NA	NA	NA
8	8450000	8500000	6	12.333333333333334	70.83333333333333
8	8500000	8550000	1	10	80
8	8550000	8600000	4	6.25	61.25
8	8600000	8650000	7	11.285714285714286	69.42857142857143
8	8650000	8700000	9	11.11111111111111	51.44444444444444
8	8700000	8750000	3	8	74.33333333333333
8	8750000	8800000	1	2	50
8	8800000	8850000	15	9.333333333333334	52.8
8	8850000	8900000	18	12.222222222222221	41.611111111111114
8	8900000	8950000	1	14	59
8	8950000	9000000	4	8	71.25
8	9000000	9050000	8	34.875	53.25
8	9050000	9100000	13	8.615384615384615	59.23076923076923
8	9100000	9150000	6	9.5	59.666666666666664
8	9150000	9200000	5	10.6	73.8
8	9200000	9250000	20	8.25	40.2
8	9250000	9300000	4	2	61.75
8	9300000	9350000	9	11.333333333333334	68.11111111111111
8	9350000	9400000	5	14.4	65.8
8	9400000	9450000	8	8.625	71.875
8	9450000	9500000	3	2	50.666666666666664
8	9500000	9550000	2	9.5	81
8	9550000	9600000	2	7	58.5
8	9600000	9650000	2	11.5	78.5
8	9650000	9700000	7	3.857142857142857	83
8	9700000	9750000	2	2	50
8	9750000	9800000	8	8.75	72.125
8	9800000	9850000	6	17.666666666666668	48.5
8	9850000	9900000	8	7.25	57.75
8	9900000	9950000	6	7.166666666666667	45.666666666666664
8	9950000	10000000	5	9.4	46
8	10000000	10050000	2	10	77.5
8	10050000	10100000	3	13	82.33333333333333
8	10100000	10150000	3	9	67.33333333333333
8	10150000	10200000	1	13	82
8	10200000	10250000	3	50.333333333333336	69.33333333333333
8	10250000	10300000	2	9.5	61.5
8	10300000	10350000	3	2	66
8	10350000	10400000	8	10	60
8	10400000	10450000	2	8.5	94
8	10450000	10500000	1	48	70
8	10500000	10550000	8	11.25	30
8	10550000	10600000	7	7.714285714285714	81.14285714285714
8	10600000	10650000	2	3	58
8	10650000	10700000	3	8.333333333333334	45.333333333333336
8	10700000	10750000	4	29.25	79
8	10750000	10800000	5	11.4	47.8
8	10800000	10850000	11	8.272727272727273	68.63636363636364
8	10850000	10900000	1	16	92
8	10900000	10950000	5	15	76.4
8	10950000	11000000	4	16.75	57
8	11000000	11050000	1	6	64
8	11050000	11100000	3	13.666666666666666	58.666666666666664
8	11100000	11150000	1	16	63
8	11150000	11200000	4	4.5	53
8	11200000	11250000	5	6.8	62
8	11250000	11300000	6	9.666666666666666	50.333333333333336
8	11300000	11350000	2	14.5	78.5
8	11350000	11400000	8	13.75	53.75
8	11400000	11450000	6	18.5	74.66666666666667
8	11450000	11500000	8	10.5	69.875
8	11500000	11550000	4	3.5	68
8	11550000	11600000	3	7.666666666666667	68.66666666666667
8	11600000	11650000	9	11.555555555555555	68.44444444444444
8	11650000	11700000	9	12.11111111111111	49.55555555555556
8	11700000	11750000	3	2.6666666666666665	71.33333333333333
8	11750000	11800000	5	13	62.6
8	11800000	11850000	9	4.555555555555555	68.88888888888889
8	11850000	11900000	12	20.083333333333332	63.5
8	11900000	11950000	NA	NA	NA
8	11950000	12000000	3	15.333333333333334	80.33333333333333
8	12000000	12050000	2	2	50.5
8	12050000	12100000	3	18.333333333333332	73.66666666666667
8	12100000	12150000	9	9.666666666666666	49.333333333333336
8	12150000	12200000	2	9	65
8	12200000	12250000	5	8	66.4
8	12250000	12300000	6	10.333333333333334	72.66666666666667
8	12300000	12350000	6	17.666666666666668	57.5
8	12350000	12400000	4	10.5	61.75
8	12400000	12450000	1	4	67
8	12450000	12500000	7	13.142857142857142	59.142857142857146
8	12500000	12550000	5	7.6	65.6
8	12550000	12600000	4	11.25	59.25
8	12600000	12650000	NA	NA	NA
8	12650000	12700000	2	68.5	66.5
8	12700000	12750000	5	9.6	77.6
8	12750000	12800000	7	17.857142857142858	64
8	12800000	12850000	3	10	72.66666666666667
8	12850000	12900000	9	16.333333333333332	61.44444444444444
8	12900000	12950000	3	6.333333333333333	73.33333333333333
8	12950000	13000000	3	7	76
8	13000000	13050000	9	12.11111111111111	69.44444444444444
8	13050000	13100000	1	13	40
8	13100000	13150000	8	12	63.375
8	13150000	13200000	8	8.875	62.125
8	13200000	13250000	7	25.714285714285715	56.285714285714285
8	13250000	13300000	2	7.5	87.5
8	13300000	13350000	7	8.285714285714286	61
8	13350000	13400000	4	10.25	57.5
8	13400000	13450000	5	14.8	54.8
8	13450000	13500000	5	12.4	59.4
8	13500000	13550000	3	13	48
8	13550000	13600000	6	17.166666666666668	62.166666666666664
8	13600000	13650000	8	7.875	50.5
8	13650000	13700000	3	13	77.66666666666667
8	13700000	13750000	5	14.6	72
8	13750000	13800000	1	2	51
8	13800000	13850000	1	13	62
8	13850000	13900000	3	19.333333333333332	70.66666666666667
8	13900000	13950000	12	19.583333333333332	62
8	13950000	14000000	2	2	49
8	14000000	14050000	7	12.714285714285714	76.42857142857143
8	14050000	14100000	3	17.333333333333332	76.33333333333333
8	14100000	14150000	8	12.5	53.125
8	14150000	14200000	3	30	45.666666666666664
8	14200000	14250000	2	5	48
8	14250000	14300000	8	10	75.125
8	14300000	14350000	18	7.222222222222222	34.833333333333336
8	14350000	14400000	2	14	49
8	14400000	14450000	5	12	63.8
8	14450000	14500000	2	7	52.5
8	14500000	14550000	9	27.333333333333332	58.44444444444444
8	14550000	14600000	7	11.285714285714286	38.42857142857143
8	14600000	14650000	5	6.2	61.6
8	14650000	14700000	6	7.166666666666667	58.666666666666664
8	14700000	14750000	1	23	61
8	14750000	14800000	8	19.625	76.25
8	14800000	14850000	2	16.5	79.5
8	14850000	14900000	5	8.2	81.4
8	14900000	14950000	12	12.083333333333334	60.5
8	14950000	15000000	8	11.375	73.625
8	15000000	15050000	7	6.714285714285714	55.857142857142854
8	15050000	15100000	6	5.333333333333333	77.16666666666667
8	15100000	15150000	10	10.3	76.1
8	15150000	15200000	8	10	76.625
8	15200000	15250000	12	28.75	46
8	15250000	15300000	7	38.57142857142857	74.57142857142857
8	15300000	15350000	8	9.875	66.375
8	15350000	15400000	46	37.5	57.54347826086956
8	15400000	15450000	27	20.962962962962962	59.407407407407405
8	15450000	15500000	9	8.555555555555555	49.333333333333336
8	15500000	15550000	3	9.333333333333334	61.333333333333336
8	15550000	15600000	10	9.7	66.6
8	15600000	15650000	12	9.083333333333334	68.25
8	15650000	15700000	21	21.857142857142858	51.142857142857146
8	15700000	15750000	33	19.90909090909091	53.72727272727273
8	15750000	15800000	27	14.592592592592593	68.22222222222223
8	15800000	15850000	34	23.235294117647058	60.26470588235294
8	15850000	15900000	7	5.571428571428571	62.57142857142857
8	15900000	15950000	18	14.833333333333334	57.833333333333336
8	15950000	16000000	26	15.461538461538462	59.19230769230769
8	16000000	16050000	14	44	72.71428571428571
8	16050000	16100000	21	20.904761904761905	64.71428571428571
8	16100000	16150000	14	7.571428571428571	66.35714285714286
8	16150000	16200000	38	29.394736842105264	52.3421052631579
8	16200000	16250000	9	8.555555555555555	66.55555555555556
8	16250000	16300000	19	19.42105263157895	67.15789473684211
8	16300000	16350000	21	25.333333333333332	62.095238095238095
8	16350000	16400000	12	17.25	52.25
8	16400000	16450000	24	12.833333333333334	67.45833333333333
8	16450000	16500000	11	9.818181818181818	61.90909090909091
8	16500000	16550000	9	7.111111111111111	80.88888888888889
8	16550000	16600000	17	10.882352941176471	56.8235294117647
8	16600000	16650000	6	9.333333333333334	71.83333333333333
8	16650000	16700000	21	19.761904761904763	54.76190476190476
8	16700000	16750000	13	7.3076923076923075	59.38461538461539
8	16750000	16800000	30	11.6	47.8
8	16800000	16850000	26	9.653846153846153	46.61538461538461
8	16850000	16900000	24	11.208333333333334	61.916666666666664
8	16900000	16950000	19	10.842105263157896	44.578947368421055
8	16950000	17000000	29	25.448275862068964	55.86206896551724
8	17000000	17050000	17	27.176470588235293	43.76470588235294
8	17050000	17100000	25	18.72	54.16
8	17100000	17150000	28	16.678571428571427	43.57142857142857
8	17150000	17200000	10	37.7	43
8	17200000	17250000	72	36.18055555555556	60.083333333333336
8	17250000	17300000	48	25.125	58.333333333333336
8	17300000	17319197	NA	NA	NA
9	0	50000	91	28.692307692307693	50.78021978021978
9	50000	100000	94	39.308510638297875	57.787234042553195
9	100000	150000	69	30.463768115942027	58.17391304347826
9	150000	200000	28	17.142857142857142	64.75
9	200000	250000	20	32.85	51.35
9	250000	300000	74	32.9054054054054	48.527027027027025
9	300000	350000	189	37.439153439153436	55.58201058201058
9	350000	400000	40	33.2	51.3
9	400000	450000	125	28.936	55.24
9	450000	500000	81	39.82716049382716	62.23456790123457
9	500000	550000	82	39.75609756097561	54.91463414634146
9	550000	600000	21	13.095238095238095	51.666666666666664
9	600000	650000	48	48.625	66.47916666666667
9	650000	700000	64	31.984375	56.078125
9	700000	750000	11	22.727272727272727	50.72727272727273
9	750000	800000	18	30.5	63.55555555555556
9	800000	850000	26	25.26923076923077	62.88461538461539
9	850000	900000	26	17.73076923076923	48.76923076923077
9	900000	950000	11	12.636363636363637	73
9	950000	1000000	31	28.322580645161292	68.93548387096774
9	1000000	1050000	22	11.181818181818182	54.63636363636363
9	1050000	1100000	11	33.90909090909091	48.63636363636363
9	1100000	1150000	7	22.571428571428573	70.71428571428571
9	1150000	1200000	10	9.8	65
9	1200000	1250000	10	29	76.5
9	1250000	1300000	13	6.076923076923077	51.23076923076923
9	1300000	1350000	6	11.833333333333334	73.83333333333333
9	1350000	1400000	31	19.129032258064516	64.6774193548387
9	1400000	1450000	11	59.18181818181818	60.45454545454545
9	1450000	1500000	1	11	90
9	1500000	1550000	19	13.421052631578947	53.10526315789474
9	1550000	1600000	11	8.727272727272727	56.09090909090909
9	1600000	1650000	16	6.6875	52.375
9	1650000	1700000	16	11.875	56.375
9	1700000	1750000	13	10.538461538461538	68.76923076923077
9	1750000	1800000	15	9.866666666666667	66.4
9	1800000	1850000	10	9.3	57.1
9	1850000	1900000	13	29.692307692307693	68.46153846153847
9	1900000	1950000	15	5.333333333333333	59.333333333333336
9	1950000	2000000	14	12.714285714285714	66.35714285714286
9	2000000	2050000	23	11.434782608695652	52.08695652173913
9	2050000	2100000	13	19	52.07692307692308
9	2100000	2150000	9	11.11111111111111	81.44444444444444
9	2150000	2200000	5	10	62.6
9	2200000	2250000	7	17.428571428571427	67.57142857142857
9	2250000	2300000	10	11.6	87.5
9	2300000	2350000	18	10.222222222222221	70.72222222222223
9	2350000	2400000	9	7.111111111111111	68.22222222222223
9	2400000	2450000	7	37.142857142857146	74.42857142857143
9	2450000	2500000	8	8.625	75.5
9	2500000	2550000	7	9.857142857142858	70.71428571428571
9	2550000	2600000	4	8	68.25
9	2600000	2650000	7	12.857142857142858	62.42857142857143
9	2650000	2700000	10	10.1	74
9	2700000	2750000	2	2	73.5
9	2750000	2800000	7	12.714285714285714	73.85714285714286
9	2800000	2850000	6	8.833333333333334	54.833333333333336
9	2850000	2900000	6	7.5	69.66666666666667
9	2900000	2950000	3	3	65.66666666666667
9	2950000	3000000	7	21.714285714285715	55.285714285714285
9	3000000	3050000	8	9.375	66.625
9	3050000	3100000	10	10.5	71.8
9	3100000	3150000	12	28.5	74.16666666666667
9	3150000	3200000	9	18	71.44444444444444
9	3200000	3250000	4	9.75	88.75
9	3250000	3300000	4	6.25	75.75
9	3300000	3350000	5	70	59.8
9	3350000	3400000	7	87.42857142857143	57.857142857142854
9	3400000	3450000	2	7	29.5
9	3450000	3500000	7	8.142857142857142	59.42857142857143
9	3500000	3550000	7	34.285714285714285	57
9	3550000	3600000	1	35	77
9	3600000	3650000	11	24.636363636363637	54.63636363636363
9	3650000	3700000	6	15.166666666666666	65.33333333333333
9	3700000	3750000	16	89.875	73.6875
9	3750000	3800000	6	32.5	58.5
9	3800000	3850000	8	14.5	71.875
9	3850000	3900000	7	18.428571428571427	75.28571428571429
9	3900000	3950000	7	7.714285714285714	66.71428571428571
9	3950000	4000000	5	15.2	67.4
9	4000000	4050000	7	23.142857142857142	72.42857142857143
9	4050000	4100000	5	7.2	72.2
9	4100000	4150000	20	17.45	58.8
9	4150000	4200000	6	11	73.83333333333333
9	4200000	4250000	2	2	51
9	4250000	4300000	15	10.533333333333333	34.93333333333333
9	4300000	4350000	15	7.333333333333333	45.8
9	4350000	4400000	7	4	50.857142857142854
9	4400000	4450000	14	23.214285714285715	41.714285714285715
9	4450000	4500000	9	8.222222222222221	59.111111111111114
9	4500000	4550000	6	18.5	58.333333333333336
9	4550000	4600000	2	9.5	39.5
9	4600000	4650000	9	11.444444444444445	58.333333333333336
9	4650000	4700000	18	10.38888888888889	53.666666666666664
9	4700000	4750000	14	4.285714285714286	48.57142857142857
9	4750000	4800000	21	14.19047619047619	54
9	4800000	4850000	10	7.9	44.5
9	4850000	4900000	17	8.588235294117647	50.23529411764706
9	4900000	4950000	10	22.9	70.4
9	4950000	5000000	6	18.666666666666668	58
9	5000000	5050000	6	6.5	58.166666666666664
9	5050000	5100000	8	11.25	61.625
9	5100000	5150000	21	10.476190476190476	53.523809523809526
9	5150000	5200000	14	5.571428571428571	44
9	5200000	5250000	15	3.6666666666666665	42.733333333333334
9	5250000	5300000	10	10.1	62
9	5300000	5350000	8	3.875	52.375
9	5350000	5400000	4	15.25	58.75
9	5400000	5450000	5	2.8	41.4
9	5450000	5500000	9	10.444444444444445	40.22222222222222
9	5500000	5550000	4	11	71.25
9	5550000	5600000	9	9.333333333333334	49.111111111111114
9	5600000	5650000	3	8.666666666666666	61.333333333333336
9	5650000	5700000	2	3	59
9	5700000	5750000	4	10.5	74.75
9	5750000	5800000	5	11	65
9	5800000	5850000	12	16.833333333333332	68.41666666666667
9	5850000	5900000	4	15	61
9	5900000	5950000	3	9	64.33333333333333
9	5950000	6000000	7	12.714285714285714	60.285714285714285
9	6000000	6050000	5	2.8	63.6
9	6050000	6100000	7	7.571428571428571	65.57142857142857
9	6100000	6150000	5	6.8	49.2
9	6150000	6200000	4	7.75	42.25
9	6200000	6250000	5	13.6	57.2
9	6250000	6300000	5	10	59.8
9	6300000	6350000	6	14.333333333333334	60.5
9	6350000	6400000	4	5.75	55.75
9	6400000	6450000	11	10.818181818181818	43.81818181818182
9	6450000	6500000	11	8.636363636363637	59.72727272727273
9	6500000	6550000	5	11	57
9	6550000	6600000	5	10.2	54
9	6600000	6650000	5	11	69.8
9	6650000	6700000	1	6	51
9	6700000	6750000	6	10.166666666666666	62.833333333333336
9	6750000	6800000	NA	NA	NA
9	6800000	6850000	13	7.538461538461538	69.6923076923077
9	6850000	6900000	12	5.25	50.666666666666664
9	6900000	6950000	6	7.333333333333333	39.5
9	6950000	7000000	6	11.833333333333334	38.5
9	7000000	7050000	4	10	76.75
9	7050000	7100000	6	8.833333333333334	63.5
9	7100000	7150000	2	7.5	71.5
9	7150000	7200000	5	10.6	53.2
9	7200000	7250000	2	8.5	51
9	7250000	7300000	9	7	60.666666666666664
9	7300000	7350000	4	15.5	66.25
9	7350000	7400000	11	10.909090909090908	63.36363636363637
9	7400000	7450000	2	5	58.5
9	7450000	7500000	6	13.166666666666666	40
9	7500000	7550000	4	8.25	55.5
9	7550000	7600000	3	8	72.66666666666667
9	7600000	7650000	6	6.166666666666667	58.333333333333336
9	7650000	7700000	2	3	59
9	7700000	7750000	10	7.4	78.4
9	7750000	7800000	6	8.333333333333334	72.16666666666667
9	7800000	7850000	4	8.75	64.25
9	7850000	7900000	6	13.5	48.666666666666664
9	7900000	7950000	4	12	66.5
9	7950000	8000000	4	6	57.25
9	8000000	8050000	7	14.428571428571429	65
9	8050000	8100000	6	13.166666666666666	67
9	8100000	8150000	4	15.25	73
9	8150000	8200000	7	8.428571428571429	51.42857142857143
9	8200000	8250000	3	5	52.666666666666664
9	8250000	8300000	2	3	75.5
9	8300000	8350000	3	8.666666666666666	76.33333333333333
9	8350000	8400000	6	11.833333333333334	59.666666666666664
9	8400000	8450000	7	12.142857142857142	58.285714285714285
9	8450000	8500000	4	16.5	59
9	8500000	8550000	2	3	87.5
9	8550000	8600000	5	6.6	76
9	8600000	8650000	7	12.142857142857142	64.85714285714286
9	8650000	8700000	6	12.166666666666666	63
9	8700000	8750000	3	12.333333333333334	54
9	8750000	8800000	4	2.5	65.5
9	8800000	8850000	5	13.2	48.6
9	8850000	8900000	4	10	71.75
9	8900000	8950000	3	19.666666666666668	61.666666666666664
9	8950000	9000000	4	6.75	62.75
9	9000000	9050000	4	5.75	55.75
9	9050000	9100000	2	2.5	58
9	9100000	9150000	6	14.5	59
9	9150000	9200000	7	6.428571428571429	76
9	9200000	9250000	10	9.6	59.2
9	9250000	9300000	3	9.333333333333334	63
9	9300000	9350000	6	8.666666666666666	58
9	9350000	9400000	5	8	30
9	9400000	9450000	7	15.714285714285714	71
9	9450000	9500000	2	7	62.5
9	9500000	9550000	7	7	73
9	9550000	9600000	1	14	92
9	9600000	9650000	5	10	48.2
9	9650000	9700000	5	11.2	74.4
9	9700000	9750000	1	2	53
9	9750000	9800000	6	13	60.333333333333336
9	9800000	9850000	13	4.153846153846154	56.53846153846154
9	9850000	9900000	5	15.4	54.8
9	9900000	9950000	9	6.222222222222222	72.77777777777777
9	9950000	10000000	3	13.333333333333334	52.333333333333336
9	10000000	10050000	5	10.2	77.6
9	10050000	10100000	8	15.25	59.125
