set map mb cm regFn regDr
F1 8 9.771146 43.337 43.337 0
F1 8 9.808145 43.337 43.337 0
F1 8 9.852527 43.337 43.337 0
F1 8 9.8659 43.337 43.337 0
F1 8 9.941707 43.337 43.337 0
F1 8 10.17241 43.337 43.337 0
F1 8 10.225911 43.337 43.337 0
F1 8 10.335811 43.337 43.337 0
F1 8 10.601751 43.337 43.337 0
F1 8 10.617022 43.337 43.337 0
F1 8 10.704704 43.337 43.337 0
F1 8 10.784607 43.337 43.337 0
F1 8 10.817511 43.337 43.337 0
F1 8 10.910361 43.337 43.337 0
F1 8 10.984144 43.337 43.337 0
F1 8 11.098389 43.337 43.337 0
F1 8 11.478032 43.337 43.337 0
F1 8 11.484348 43.337 43.337 0
F1 8 11.48537 43.337 43.337 0
F1 8 11.566267 43.337 43.337 0
F1 8 11.578217 43.337 43.337 0
F1 8 11.650017 43.337 43.337 0
F1 8 11.6501 43.337 43.337 0
F1 8 11.756467 43.337 43.337 0
F1 8 11.783867 43.337 43.337 0
F1 8 11.872784 43.337 43.337 0
F1 8 11.960781 43.337 43.337 0
F1 8 12.195887 43.337 43.337 0
F1 8 12.25916 43.337 43.3369999999999 0
F1 8 12.334063 43.337 43.337 0
F1 8 12.372446 43.337 43.337 0
F1 8 12.397795 43.337 43.337 0
F1 8 12.424796 43.337 43.337 0
F1 8 12.4897 43.337 43.337 0
F1 8 12.521999 43.337 43.337 0
F1 8 12.546288 43.337 43.337 0
F1 8 12.564402 43.337 43.337 0
F1 8 12.656458 43.337 43.337 0
F1 8 12.689715 43.337 43.337 0
F1 8 12.900186 43.337 43.337 0
F1 8 12.922446 43.337 43.337 0
F1 8 13.384581 43.337 43.337 0
F1 8 13.408907 43.337 43.337 0
F1 8 13.437989 43.337 43.337 0
F1 8 13.590966 43.337 43.2960812867799 0
F1 8 13.63706 43.337 43.2722801514922 0
F1 8 13.658965 43.337 43.2599310063685 0
F1 8 14.037956 43.337 43.1103685933898 0.02
F1 8 14.07806 43.337 43.120186786657 0.1
F1 8 14.080939 43.337 43.1210401100711 0.11
F1 8 14.252231 43.337 42.8390830470716 0.85
F1 8 14.256903 43.337 42.8279643311434 0.89
F1 8 14.353301 43.337 42.6615229850515 1.72
F1 8 14.426973 43.337 42.7007822779673 2.62
F1 8 14.451616 43.337 42.7300187207509 2.99
F1 8 14.503127 43.337 42.6897056476608 3.83
F1 8 14.620022 43.337 42.448254922621 6.28
F1 8 14.630585 43.337 42.4389433532463 6.54
F1 8 14.678651 43.337 42.4694790344045 7.86
F1 8 14.711249 43.337 42.5808783147528 8.86
F1 8 14.78868 43.337 42.862246866949 11.3
F1 8 14.814253 43.337 42.9243252705695 11.99
F1 8 14.816973 43.337 42.930281293481 12.06
F1 8 14.828437 43.337 42.9542197944052 12.36
F1 8 15.460566 44.705 49.5853124292594 20.53
F1 8 15.521708 44.705 51.6635571900411 21.05
F1 8 15.542272 44.705 52.4421122975987 21.23
F1 8 15.568798 44.705 53.5156337484916 21.48
F1 8 15.580031 45.16 53.9955973914 21.59
F1 8 15.73455 63.559 62.4965110776748 23.01
F1 8 15.768387 65.402 64.6285582281022 23.28
F1 8 15.772115 66.778 64.8449345080183 23.31
F1 8 15.778789 66.778 65.2252817037333 23.36
F1 8 15.82605 70.536 67.7645983443945 23.75
F1 8 15.850118 71.449 69.0483931390867 23.95
F1 8 15.869921 71.904 70.098542643876 24.11
F1 8 15.880365 72.817 70.6315841670763 24.19
F1 8 15.938778 74.193 73.3987121408024 24.67
F1 8 15.948104 74.193 73.8138867829614 24.74
F1 8 15.952447 74.193 74.0053357249049 24.78
F1 8 15.963985 75.107 74.4988787845035 24.87
F1 8 15.976995 76.483 75.0281191185849 24.97
F1 8 15.999607 76.937 75.9048868230185 25.14
F1 8 16.010424 76.937 76.3163308092297 25.22
F1 8 16.010523 76.937 76.3200971150911 25.22
F1 8 16.022123 76.937 76.737346282919 25.3
F1 8 16.029635 76.937 76.9837529537253 25.35
F1 8 16.030466 76.937 77.0099565901711 25.36
F1 8 16.095138 78.781 78.6165069908119 25.76
F1 8 16.140594 79.694 79.6144371358662 25.98
F1 8 16.170945 79.694 80.2065010340334 25.86
F1 8 16.246623 80.607 81.0415913819874 25.45
F1 8 16.277112 81.062 81.4290137661605 25.23
F1 8 16.277212 81.062 81.430560408157 25.23
F1 8 16.284794 81.062 81.5546389649734 25.18
F1 8 16.288326 81.062 81.6145571890804 25.15
F1 8 16.299859 81.062 81.7951220962945 25.05
F1 8 16.350236 81.975 82.3951742776127 24.58
F1 8 16.350522 81.975 82.3980669803314 24.57
F1 8 16.431729 83.819 83.3358497742772 23.57
F1 8 16.440925 84.273 83.4794970432476 23.44
F1 8 16.44106 84.273 83.4816035710416 23.44
F1 8 16.522784 84.728 84.762113606384 22.08
F1 8 16.606384 85.182 86.1478329694346 20.34
F1 8 16.622944 85.637 86.4399813590711 19.94
F1 8 16.657569 86.546 87.1466114780871 19.05
F1 8 16.671704 87.001 87.4607842106824 18.65
F1 8 16.671786 87.001 87.4626080568134 18.65
F1 8 16.681935 87.001 87.686579570036 18.36
F1 8 16.71077 87.455 88.2712806451513 17.47
F1 8 16.739792 88.368 88.8096586489671 16.51
F1 8 16.7466 88.368 88.9387680526671 16.29
F1 8 16.838116 91.641 90.6723031480666 13.73
F1 8 16.839291 91.641 90.6935347221893 13.7
F1 8 16.844023 92.095 90.7785243148294 13.58
F1 8 16.903025 92.55 91.8400154684553 12.06
F1 8 16.906815 92.55 91.9081654846538 11.97
F1 8 16.920929 92.55 92.1612452049024 11.64
F1 8 16.921171 93.004 92.1655725619486 11.64
F1 8 16.957774 93.459 92.8130614561913 10.82
F1 8 16.95981 93.459 92.848656485139 10.77
F1 8 16.959892 93.459 92.8500924418417 10.77
F1 8 16.960868 93.459 92.8671954632865 10.75
F1 8 16.972559 93.459 93.0722974566582 10.51
F1 8 16.974541 93.459 93.1068099129821 10.47
F1 8 16.998626 93.459 93.5244514120139 10
F1 8 17.004592 93.459 93.6275554655547 9.89
F1 8 17.021921 93.913 93.9258883113551 9.57
F1 8 17.034372 93.913 94.1389392113166 9.37
F1 8 17.036985 94.368 94.1834881809365 9.33
F1 8 17.083536 94.822 94.9590209418714 8.75
F1 8 17.108791 95.277 95.3669760292656 8.48
F1 8 17.125622 95.277 95.6347847594285 8.3
F1 8 17.16194 95.277 96.2038049704655 7.91
F1 8 17.167479 95.277 96.289725102152 7.86
F1 9 0.12615 0 -1.60826454740166 8.78
F1 9 0.292787 1.367 1.08510518069887 10.44
F1 9 0.311373 4.111 1.38801350542112 10.63
F1 9 0.342249 4.111 1.89383102419341 10.95
F1 9 0.344455 4.111 1.93011213036509 10.97
F1 9 0.431553 4.111 3.38195344729826 11.84
F1 9 0.457565 6.864 3.8244228622204 12.09
F1 9 0.483792 6.864 4.27555022073224 12.35
F1 9 0.568176 7.773 5.76689868629862 13.2
F1 9 0.5718 7.773 5.83247505702443 13.24
F1 9 0.574266 8.228 5.87717552510531 13.27
F1 9 0.609996 8.682 6.53220312191826 13.64
F1 9 0.620092 9.137 6.71948486007224 13.74
F1 9 0.62036 9.137 6.72446132507664 13.75
F1 9 0.629941 9.137 6.90253827701151 13.85
F1 9 0.679438 9.137 7.82746135580589 14.37
F1 9 0.711626 9.591 8.43302029565904 14.7
F1 9 0.716338 9.591 8.52191466137736 14.75
F1 9 0.740007 10.046 8.96933289073492 15
F1 9 0.791064 10.959 9.93905796448673 15.52
F1 9 0.844199 10.959 10.9538162951914 16.05
F1 9 0.962048 12.335 13.2178247311185 17.18
F1 9 1.056006 13.249 15.0279246403756 18.2
F1 9 1.058555 13.249 15.0771000567498 18.23
F1 9 1.068356 13.249 15.267676002994 18.34
F1 9 1.068723 13.249 15.274854676539 18.35
F1 9 1.072024 13.703 15.3395493989594 18.39
F1 9 1.078171 13.703 15.4605821695457 18.46
F1 9 1.078366 13.703 15.4644327129445 18.46
F1 9 1.080252 13.703 15.5017070177249 18.48
F1 9 1.112928 13.703 16.153959131889 18.87
F1 9 1.155018 13.703 16.9940567229787 19.39
F1 9 1.156306 13.703 17.019445376702 19.39
F1 9 1.165829 13.703 17.2061638785935 19.43
F1 9 1.173418 13.703 17.3535271889807 19.46
F1 9 1.176809 13.703 17.419149790081 19.48
F1 9 1.1865 13.703 17.6076862559694 19.51
F1 9 1.221375 14.158 18.2968605870889 19.65
F1 9 1.221573 14.158 18.300814708818 19.66
F1 9 1.270575 14.158 19.2896186293423 19.84
F1 9 1.290401 14.612 19.6935395515929 19.9
F1 9 1.380481 15.067 21.5245197885095 20.11
F1 9 1.419995 17.858 22.3098233764235 20.14
F1 9 1.420079 18.313 22.3114723610591 20.14
F1 9 1.435992 18.767 22.6220034180996 20.14
F1 9 1.444005 18.767 22.7768813956173 20.13
F1 9 1.557774 20.598 25.0524684353543 20
F1 9 1.558394 20.598 25.0652308354229 20
F1 9 1.589508 21.053 25.7089591927541 19.96
F1 9 1.610629 21.962 26.1488658423169 19.93
F1 9 1.650674 22.875 26.9866369192789 19.86
F1 9 1.707785 23.788 28.1817848185079 19.75
F1 9 1.793333 25.632 29.9453429970571 19.55
F1 9 1.826036 27.008 30.602709367825 19.45
F1 9 1.863152 28.852 31.3325690917872 19.33
F1 9 1.884951 31.167 31.7517479413412 19.26
F1 9 1.891945 31.167 31.8845871772424 19.23
F1 9 1.924755 32.543 32.4960654669413 19.1
F1 9 2.004792 34.387 34.1077769958075 18.72
F1 9 2.047612 37.178 35.0658112676059 18.47
F1 9 2.090139 39.022 36.0618127031901 18.19
F1 9 2.16194 40.865 37.7978115437124 17.63
F1 9 2.19365 41.778 38.5690327618538 17.36
F1 9 2.25187 43.622 39.9618489332294 16.82
F1 9 2.27845 44.076 40.5783348313398 16.55
F1 9 2.313122 45.453 41.3551198309569 16.19
F1 9 2.368914 49.119 42.5187885147825 15.58
F1 9 2.411469 49.119 43.3148368558084 15.1
F1 9 2.458481 49.119 44.0801956216823 14.56
F1 9 2.465265 49.119 44.1811717862668 14.48
F1 9 2.492388 49.119 44.5884325999975 14.16
F1 9 2.492672 49.119 44.5927236888794 14.16
F1 9 2.584844 49.119 46.0019987537092 13
F1 9 2.621791 49.119 46.5685273425219 12.52
F1 9 2.723457 49.119 48.0917994122255 11.18
F1 9 2.733556 49.119 48.2381738631117 11.05
F1 9 2.887829 49.119 50.2793691597132 9.09
F1 9 2.919128 49.119 50.6347371381772 8.73
F1 9 2.931974 49.119 50.7734555904906 8.58
F1 9 3.000325 49.119 51.433964046786 7.75
F1 9 3.050466 49.119 51.825745521209 7.12
F1 9 3.147863 49.119 52.3345431899994 5.88
F1 9 3.355992 49.119 52.4706385710674 3.43
F1 9 3.696203 49.119 51.0205122915366 0.69
F1 9 3.822388 49.119 50.3233708115958 0
F1 9 3.942647 49.119 49.7400960609217 0
F1 9 4.030211 49.119 49.4216139649133 0
F1 9 4.085519 49.119 49.2858679545081 0
F1 9 4.12243 49.119 49.2291328883217 0
F1 9 4.17108 49.119 49.2011994868741 0
F1 9 4.175105 49.119 49.2014507497406 0
F1 9 4.175391 49.119 49.2014841099797 0
F1 9 4.204187 49.119 49.1979765757964 0
F1 9 4.20697 49.119 49.1970017219972 0
F1 9 4.220963 49.119 49.1907982763702 0
F1 9 4.227367 49.119 49.1873470699108 0
F1 9 4.230376 49.119 49.1856173170253 0
F1 9 4.232784 49.119 49.1841889594747 0
F1 9 4.248086 49.119 49.1744042996248 0
F1 9 4.255062 49.119 49.1696798281302 0
F1 9 4.304185 49.119 49.1390290108251 0
F1 9 4.313977 49.119 49.1348763758853 0
F1 9 4.339625 49.119 49.1299328258815 0
F1 9 4.340149 49.119 49.1299396322832 0
F1 9 4.358407 49.119 49.129857431611 0
F1 9 4.39142 49.119 49.127849917396 0
F1 9 4.511146 49.119 49.1073922676777 0
F1 9 4.518534 49.119 49.1057852828789 0
F1 9 4.521363 49.119 49.1051676282913 0
F1 9 4.584828 49.119 49.0916596334699 0
F1 9 4.649528 49.119 49.0809742467473 0
F1 9 4.704921 49.119 49.0769980156369 0
F1 9 4.725483 49.119 49.0772214557559 0
F1 9 4.727066 49.119 49.0772828057485 0
F1 9 4.74817 49.119 49.0787494066757 0
F1 9 4.819979 49.119 49.0784425668024 0
F1 9 4.822762 49.119 49.0782376347276 0
F1 9 4.833964 49.119 49.0773590152778 0
F1 9 4.852543 49.119 49.0758352524955 0
F1 9 4.858685 49.119 49.0753505685892 0
F1 9 4.861702 49.119 49.0751211989296 0
F1 9 4.862104 49.119 49.0750911597574 0
F1 9 4.879144 49.119 49.0739725867785 0
F1 9 4.894397 49.119 49.0733379174419 0
F1 9 4.894552 49.119 49.0733337755696 0
F1 9 4.894603 49.119 49.0733324240223 0
F1 9 4.967071 49.119 49.0796582316635 0
F1 9 4.974127 49.119 49.0812234331856 0
F1 9 4.984496 49.119 49.0831852160425 0
F1 9 5.003535 49.119 49.0860569636891 0
F1 9 5.006289 49.119 49.0864241424628 0.01
F1 9 5.008218 49.119 49.0866774080437 0.01
F1 9 5.012074 49.119 49.0871769651985 0.02
F1 9 5.017964 49.119 49.0879332031257 0.03
F1 9 5.024122 49.119 49.0887334041195 0.05
F1 9 5.067437 49.119 49.096486109248 0.14
F1 9 5.067602 49.119 49.0965283006342 0.14
F1 9 5.086118 49.119 49.1022073486473 0.17
F1 9 5.086256 49.119 49.1022573654822 0.17
F1 9 5.094564 49.119 49.105166577438 0.18
F1 9 5.121123 49.119 49.1134531196075 0.23
F1 9 5.141963 49.119 49.1194372840988 0.25
F1 9 5.153968 49.119 49.1229174525044 0.27
F1 9 5.167727 49.119 49.12710481042 0.28
F1 9 5.191478 49.119 49.1352840076401 0.31
F1 9 5.191724 49.119 49.1353773054917 0.31
F1 9 5.196563 49.119 49.1372555773846 0.32
F1 9 5.208995 49.119 49.142495109148 0.33
F1 9 5.216199 49.119 49.1458394705962 0.34
F1 9 5.217375 49.119 49.1464089832949 0.34
F1 9 5.227995 49.119 49.1514645318974 0.36
F1 9 5.300834 49.119 49.1804183665754 0.47
F1 9 5.329007 49.119 49.1893547971461 0.52
F1 9 5.337427 49.119 49.191824749177 0.53
F1 9 5.386868 49.119 49.204784931204 0.61
F1 9 5.432499 49.119 49.2149935935656 0.7
F1 9 5.474376 49.119 49.2235381369135 0.78
F1 9 5.650814 49.119 49.2641708874061 1.11
F1 9 6.249472 49.119 49.9536248095416 3.08
F1 9 6.396846 49.119 50.3866860940906 3.79
F1 9 6.508348 50.482 50.815845386005 4.44
F1 9 6.526424 50.937 50.888168323377 4.55
F1 9 6.532752 50.937 50.9113975254624 4.59
F1 9 6.592598 51.391 51.1025666445602 4.98
F1 9 6.605407 51.391 51.1423036679485 5.07
F1 9 6.620817 51.391 51.1924355212813 5.17
F1 9 6.621427 51.391 51.1944934056095 5.17
F1 9 6.626485 51.391 51.2118177975712 5.21
F1 9 6.629099 51.391 51.2209660595867 5.22
F1 9 6.630353 51.391 51.2254051041315 5.23
F1 9 6.646436 51.391 51.2856525343795 5.34
F1 9 6.683011 51.391 51.4533622884378 5.58
F1 9 6.732679 51.391 51.7037510855238 5.91
F1 9 6.742934 51.846 51.753499175924 5.99
F1 9 6.747618 51.846 51.7761731539158 6.03
F1 9 6.767642 51.846 51.8734239066348 6.18
F1 9 6.807763 52.3 52.0758421463702 6.51
F1 9 6.812813 52.755 52.1026057902119 6.55
F1 9 6.814453 52.755 52.1113788777642 6.57
F1 9 6.814698 52.755 52.1126930460612 6.57
F1 9 6.823522 52.755 52.1606733788941 6.64
F1 9 6.826822 53.209 52.1789604346305 6.67
F1 9 6.855212 53.209 52.3454041310356 6.91
F1 9 6.879694 53.209 52.4977976357959 7.1
F1 9 6.885041 53.209 52.531366281869 7.14
F1 9 6.897073 53.209 52.6073263916383 7.23
F1 9 6.897369 53.209 52.609202831013 7.23
F1 9 6.897865 53.209 52.6123479962713 7.23
F1 9 6.923273 53.209 52.7750015474676 7.41
F1 9 6.974018 53.664 53.110555420379 7.76
F1 9 6.974046 53.664 53.1107451154886 7.76
F1 9 6.983171 53.664 53.1728603701462 7.82
F1 9 7.054395 53.664 53.6804816397926 8.32
F1 9 7.117928 54.119 54.174283819909 8.74
F1 9 7.130121 54.119 54.2742338688259 8.82
F1 9 7.163191 54.573 54.5511922623719 9.01
F1 9 7.168461 54.573 54.5959971015643 9.04
F1 9 7.170444 54.573 54.612906452603 9.05
F1 9 7.190716 54.573 54.7873960648201 9.17
F1 9 7.204955 54.573 54.9118074178738 9.25
F1 9 7.257058 55.028 55.3813687610192 9.54
F1 9 7.261291 55.028 55.4205783594842 9.56
F1 9 7.325491 55.028 56.0371055588387 9.9
F1 9 7.328281 55.028 56.0648861546027 9.92
F1 9 7.359366 55.482 56.3804193351111 10.07
F1 9 7.373401 55.937 56.5266322865359 10.14
F1 9 7.374532 55.937 56.53852569774 10.14
F1 9 7.38746 56.391 56.6764121946854 10.21
F1 9 7.402438 56.391 56.8404618550616 10.28
F1 9 7.433598 56.391 57.1954290211561 10.42
F1 9 7.433641 56.391 57.1959308290832 10.42
F1 9 7.531494 56.846 58.407204615164 10.84
F1 9 7.531747 56.846 58.410484353666 10.84
F1 9 7.552624 56.846 58.6830686853244 10.93
F1 9 7.593614 58.222 59.2274100128079 11.12
F1 9 7.632605 58.677 59.7523654566848 11.29
F1 9 7.690927 60.053 60.5404107863649 11.5
F1 9 7.707419 60.966 60.7620393108802 11.55
F1 9 7.770987 61.879 61.7300280124532 11.76
F1 9 7.778873 62.334 61.861994992009 11.78
F1 9 7.817973 63.247 62.5335456387495 11.9
F1 9 7.864496 63.702 63.330531831663 12.03
F1 9 7.872649 63.702 63.4655455169914 12.05
F1 9 7.879408 63.702 63.5757664379681 12.06
F1 9 7.879524 63.702 63.5776432984739 12.06
F1 9 7.883705 63.702 63.6449370948895 12.07
F1 9 7.884998 63.702 63.6656044318024 12.08
F1 9 7.916765 65.078 64.1479084708738 12.15
F1 9 7.919393 65.078 64.1852753947178 12.15
F1 9 7.927173 65.078 64.2959742885296 12.17
F1 9 7.958653 65.078 64.7567397619285 12.22
F1 9 7.980127 65.078 65.0801089555806 12.26
F1 9 7.989141 65.078 65.217355945589 12.27
F1 9 8.006106 65.533 65.4772475156783 12.3
F1 9 8.031777 65.987 65.8721789209406 12.34
F1 9 8.033161 65.987 65.893462076787 12.34
F1 9 8.041752 65.987 66.0254322763267 12.35
F1 9 8.044437 65.987 66.0666121902805 12.35
F1 9 8.044525 66.442 66.06796120913 12.35
F1 9 8.094708 67.351 66.8253021849727 12.4
F1 9 8.142836 67.351 67.5105958862616 12.42
F1 9 8.163188 68.26 67.7876805042583 12.43
F1 9 8.174085 68.26 67.935721688567 12.43
F1 9 8.186741 68.26 68.1073576880506 12.42
F1 9 8.187542 68.26 68.1182091424921 12.42
F1 9 8.193445 68.26 68.1981360267684 12.42
F1 9 8.225863 69.169 68.6356267976605 12.41
F1 9 8.275256 70.082 69.2968230206889 12.38
F1 9 8.291244 70.082 69.5092641087888 12.36
F1 9 8.329606 70.082 70.0154440531453 12.33
F1 9 8.332302 70.082 70.0508167443991 12.32
F1 9 8.455329 71.458 71.6322370791966 12.13
F1 9 8.472929 71.913 71.8529519228133 12.08
F1 9 8.490138 72.368 72.0678879403632 12.04
F1 9 8.490253 72.368 72.0693211977635 12.04
F1 9 8.496712 72.368 72.1497529221744 12.02
F1 9 8.502274 72.368 72.2189065728266 12
F1 9 8.511935 72.368 72.3387794550895 11.97
F1 9 8.537511 72.368 72.6545453202136 11.89
F1 9 8.616786 72.822 73.6166503462437 11.62
F1 9 8.719871 74.666 74.8215703757507 11.23
F1 9 8.733394 75.12 74.9750908177795 11.17
F1 9 8.733499 75.12 74.9762783467919 11.17
F1 9 8.741836 75.12 75.0703440363069 11.13
F1 9 8.759814 75.12 75.2734487472278 11.04
F1 9 8.767838 75.12 75.3644821084816 11
F1 9 8.77211 75.12 75.4130171112963 10.98
F1 9 8.782961 75.12 75.5364451529779 10.92
F1 9 8.801394 75.12 75.7462859752227 10.82
F1 9 8.840718 75.12 76.1919325556362 10.6
F1 9 8.846751 75.12 76.2597540841393 10.57
F1 9 8.89235 76.033 76.7638983086841 10.35
F1 9 8.909247 76.033 76.9456468647492 10.28
F1 9 8.933825 77.401 77.203570769836 10.19
F1 9 8.9497 77.401 77.3654604850195 10.12
F1 9 8.992668 77.401 77.7981611367919 9.93
F1 9 8.999166 77.401 77.8633690852723 9.9
F1 9 9.001756 77.401 77.8893255172966 9.89
F1 9 9.005428 77.401 77.9260876650551 9.87
F1 9 9.015539 77.401 78.0270513702149 9.83
F1 9 9.017859 77.401 78.0501568146115 9.81
F1 9 9.051987 78.315 78.3865804236502 9.66
F1 9 9.052346 78.315 78.3900782757188 9.65
F1 9 9.056664 78.769 78.4320716551709 9.63
F1 9 9.0723 78.769 78.5828340460247 9.56
F1 9 9.097482 78.769 78.820684967686 9.45
F1 9 9.101223 78.769 78.8554287376145 9.44
F1 9 9.128663 80.145 79.1044183843175 9.33
F1 9 9.139911 80.145 79.2036420494736 9.29
F1 9 9.146859 80.145 79.26417478292 9.27
F1 9 9.154814 80.145 79.3328050258972 9.24
F1 9 9.22448 81.059 79.9082830073954 9.02
F1 9 9.242682 81.059 80.0528496986211 8.97
F1 9 9.317701 81.972 80.6364800852762 8.76
F1 9 9.385677 82.426 81.1664203300188 8.58
F1 9 9.397055 82.426 81.2568316834398 8.56
F1 9 9.398117 82.426 81.2653077428106 8.55
F1 9 9.403966 82.426 81.3121123889982 8.54
F1 9 9.454479 82.426 81.6999106749274 8.42
F1 9 9.546504 82.426 82.3329179223029 8.21
F1 9 9.563699 82.426 82.4431811512861 8.17
F1 9 9.568306 82.426 82.4723904780388 8.16
F1 9 9.625209 82.426 82.8238599370972 8.04
F1 9 9.708708 82.426 83.3226330649512 7.87
F1 9 9.762302 82.426 83.6440450733437 7.78
F1 9 9.815479 82.881 83.9729665702337 7.69
F1 9 9.828453 82.881 84.0555878808023 7.67
F1 9 9.882294 83.335 84.4120075332598 7.58
F1 9 9.892069 83.335 84.4794565122537 7.56
F1 9 9.903959 83.335 84.562796807 7.55
F1 9 9.944047 83.335 84.833432190538 7.49
F1 9 9.971307 83.335 85.0058203058657 7.45
F1 9 10.000591 84.712 85.1844171296569 7.41
F1 9 10.010314 84.712 85.2428205020817 7.4
F1 9 10.025252 85.625 85.3321653726559 7.38
F1 9 10.055358 86.08 85.5126346292192 7.33
F1 9 10.063643 86.08 85.5628081906974 7.32
F1 9 10.092408 86.08 85.7404645123924 7.28
F1 9 10.101375 86.08 85.7973239744206 7.27
F1 9 10.114161 86.534 85.8799582148337 7.26
F1 9 10.143398 86.534 86.0773298532739 7.23
F1 9 10.147662 86.534 86.1071596789908 7.22
F1 9 10.187274 86.534 86.3899454213054 7.19
F1 9 10.224828 86.989 86.666549761911 7.16
F1 9 10.238842 86.989 86.7716286124545 7.15
F1 9 10.27256 87.443 87.0280405264298 7.13
F1 9 10.282556 87.443 87.1049298045942 7.12
F1 9 10.282749 87.443 87.1064179478074 7.12
F1 9 10.357656 87.898 87.6923383489332 7.07
F1 9 10.447136 88.352 88.4043755466637 7
F1 9 10.457434 88.352 88.4864506583419 6.99
F1 9 10.599917 89.261 89.6036620287701 6.93
F1 9 10.62634 90.175 89.8038761769514 6.93
F1 9 10.651442 90.175 89.9942306040997 6.92
F1 9 10.696893 90.629 90.3459207138337 6.9
F1 9 10.698957 90.629 90.362065698307 6.9
F1 9 10.725368 91.084 90.569675948704 6.88
F1 9 10.843052 91.084 91.5035866328037 6.78
F1 9 10.912281 91.538 92.0439560188149 6.7
F1 9 10.92572 91.538 92.1468106485636 6.68
F1 9 10.937252 91.538 92.2343855940665 6.67
F1 9 10.95799 92.452 92.3901062280031 6.65
F1 9 11.017975 92.452 92.8252080116008 6.6
F1 9 11.042151 92.452 92.9929125104732 6.58
F1 9 11.04594 92.452 93.0188239228183 6.58
F1 9 11.053505 92.452 93.0706498441792 6.57
F1 9 11.053539 92.452 93.0708830262496 6.57
F1 9 11.060999 92.452 93.122095669338 6.57
F1 9 11.063858 92.452 93.141746769835 6.56
F1 9 11.074223 92.906 93.2130825920906 6.56
F1 9 11.115641 92.906 93.4987871134651 6.52
F1 9 11.206831 93.819 94.1196490167436 6.4
F1 9 11.213564 94.274 94.1644154569535 6.39
F1 9 11.229044 94.728 94.266511443297 6.36
F1 9 11.235202 94.728 94.3067790074712 6.35
F1 9 11.248601 94.728 94.394084089898 6.33
F1 9 11.249678 94.728 94.4010937400508 6.32
F1 9 11.25272 94.728 94.4208858088542 6.32
F1 9 11.276253 94.728 94.5736232611662 6.28
F1 9 11.285871 94.728 94.6358322300283 6.26
F1 9 11.311419 95.183 94.8003586314829 6.21
F1 9 11.331705 95.183 94.9301474493911 6.17
F1 9 11.413819 96.096 95.4455514216181 6.01
F1 9 11.414177 96.096 95.4477571319329 6
F1 9 11.421484 96.096 95.4926880312524 5.99
F1 9 11.440879 96.096 95.611095846913 5.95
F1 9 11.447817 96.096 95.6531562778943 5.94
F1 9 11.449148 96.096 95.6612097480874 5.93
F1 9 11.460494 96.551 95.7296567045633 5.91
F1 9 11.473084 96.551 95.8051757273336 5.88
F1 9 11.487856 96.551 95.8931930194362 5.85
F1 9 11.513098 96.551 96.0420865444658 5.8
F1 9 11.517629 96.551 96.0686080831565 5.79
F1 9 11.529918 96.551 96.1402200191158 5.77
F1 9 11.554033 96.551 96.2793645007761 5.72
F1 9 11.582012 96.551 96.4384518359963 5.66
F1 9 11.603361 96.551 96.558092749316 5.61
F1 9 11.640395 96.551 96.7619255454773 5.54
F1 9 11.661034 96.551 96.8714888643598 5.5
F1 9 11.674177 96.551 96.9386470562355 5.47
F1 9 11.680653 96.551 96.9710573153474 5.45
F1 9 11.709962 96.551 97.1127874381142 5.38
F1 9 11.753703 96.551 97.3125315410089 5.28
F1 9 11.754059 96.551 97.3141143843516 5.28
F1 9 11.825192 96.551 97.6241435096287 5.11
F1 9 11.852171 97.005 97.741876958286 5.05
F1 9 11.869656 97.005 97.8193937357128 5
F1 9 11.889072 97.005 97.9071864768021 4.96
F1 9 11.892176 97.005 97.9214255179794 4.95
F1 9 11.908352 97.919 97.9958147567644 4.91
F1 9 11.922951 97.919 98.0629203798829 4.88
F1 9 11.923012 97.919 98.0632005658003 4.88
F1 9 11.925248 97.919 98.0734693517076 4.87
F1 9 11.933982 97.919 98.1135440594213 4.85
F1 9 11.934532 97.919 98.1160654299226 4.85
F1 9 11.986843 97.919 98.3537830220441 4.73
F1 9 11.998725 98.373 98.4069442896517 4.7
F1 9 12.000674 98.373 98.41562554333 4.7
F1 9 12.006659 98.373 98.4422107922009 4.69
F1 9 12.01435 98.828 98.4762033733574 4.67
F1 9 12.033669 99.282 98.560652815431 4.64
F1 9 12.035447 99.282 98.5683647457553 4.63
F1 9 12.047069 99.282 98.6190619957288 4.61
F1 9 12.068999 99.282 98.7158610942773 4.58
F1 9 12.089331 99.282 98.8065364393606 4.54
F1 9 12.089847 99.282 98.8088453540551 4.54
F1 9 12.103578 99.282 98.8703684506335 4.52
F1 9 12.17686 99.737 99.1965916853875 4.38
F1 9 12.191243 99.737 99.2591019500978 4.36
F1 9 12.218348 99.737 99.3744426108008 4.31
F1 9 12.223313 99.737 99.3951583705679 4.3
F1 9 12.22955 99.737 99.4209776441423 4.29
F1 9 12.229959 99.737 99.4226628793607 4.29
F1 9 12.234419 99.737 99.4410119316863 4.29
F1 9 12.314035 99.737 99.7611821234312 4.17
F1 9 12.327057 99.737 99.8124677074157 4.16
F1 9 12.340599 99.737 99.8655598462534 4.14
F1 9 12.355195 100.191 99.9225445308671 4.12
F1 9 12.376207 100.191 100.004219486223 4.1
F1 9 12.417057 100.191 100.162204924701 4.06
