population	PC1	PC2	PC3	PC4	PC5	chr	start	end
Patchogue_1007	-0.805945208520432	-0.560510613066919	0.743685131563965	-0.174174629837467	-0.522175204141465	06	1579559	14487272
Patchogue_1013	-0.841218473465931	-0.658617707394829	0.713153280719828	-0.196537034605572	0.134259759983379	06	1579559	14487272
Patchogue_987	-0.838203167137338	-0.584447974326908	0.751971558391219	-0.593968985637028	-0.636196898112798	06	1579559	14487272
Patchogue_1015	-0.747345561609576	-0.626529706572946	0.742561303201431	0.43330016693006	0.0421982404897085	06	1579559	14487272
Patchogue_1021	-0.814402520402613	-0.589960843579383	0.686809449819815	-0.822841862496788	-0.368946763304909	06	1579559	14487272
Patchogue_1008	-0.874529907432638	-0.687917437841537	0.742752225935792	-0.219617372061641	0.0454963363881264	06	1579559	14487272
Patchogue_1016	-0.757343256095897	-0.603529470190339	0.940185824414472	0.7337909538187	-0.487508824568763	06	1579559	14487272
Patchogue_1216	-0.766168461973631	-0.492177496805605	0.932356222645181	0.0511378619185194	-0.847682932622814	06	1579559	14487272
Patchogue_1014	-0.792306654181388	-0.413556521075139	0.826494300679713	-0.735561743891554	-1	06	1579559	14487272
Patchogue_995	-0.765829746010074	-0.54662262226714	1	1	-0.697470079443154	06	1579559	14487272
Patchogue_1484	-0.831040431094261	-0.656562029610381	0.809726500344373	0.161982045302107	0.112298804764667	06	1579559	14487272
Patchogue_1214	-0.733345588373869	-0.516511084865772	0.925877619415924	0.755872177736586	-0.441508682783214	06	1579559	14487272
Patchogue_1215	-0.795037017613097	-0.534673910175833	0.845141101612839	0.639815484744976	-0.30542680316582	06	1579559	14487272
Patchogue_1220	-0.917060843309315	-0.565074874334879	0.687683129052044	-0.166140851602883	0.71718423317969	06	1579559	14487272
Patchogue_1219	-0.935734706129868	-0.748432647920989	0.672944650115927	-0.351061369226325	0.668577304159614	06	1579559	14487272
Patchogue_1218	-0.799431578567933	-0.623308732200775	0.897811512208212	0.469593591055512	-0.592026697123571	06	1579559	14487272
Patchogue_1217	-0.9366269431534	-0.702148338167811	0.721125865897319	-0.456293629969858	1	06	1579559	14487272
Patchogue_1020	-0.931056519983881	-0.758674316975961	0.763461238549441	-0.567679503287937	0.876906138221629	06	1579559	14487272
JekyllIs_1035	-0.923752165848868	-0.055194777213682	-0.211615009183546	0.283694688191513	0.037229315865793	07	12456141	14205330
JekyllIs_1034	-0.965743845544516	-0.0362887554537826	-0.230677272509603	0.217950953503268	0.0527676079301456	07	12456141	14205330
JekyllIs_1057	-0.970293105278776	-0.0804228784764514	-0.244719930130677	0.222880586905987	-0.0412296048479815	07	12456141	14205330
JekyllIs_1063	-0.927240206107086	-0.0667503487681635	-0.165728865512334	0.25078394873029	0.0633359122231048	07	12456141	14205330
JekyllIs_1222	-0.982878025660213	-0.0701093896144042	-0.188378222366948	0.271917542087626	0.0298326878242601	07	12456141	14205330
JekyllIs_1072	-0.961830016812005	-0.0518024411608858	-0.18457420295724	0.253190626275098	0.0407233835154759	07	12456141	14205330
JekyllIs_1076	-0.982951490669796	-0.0659685533469874	-0.221486329016486	0.281535424853055	0.0211059404991538	07	12456141	14205330
JekyllIs_1074	-0.969160723835456	-0.0668568911394041	-0.235752779294304	0.238145390869823	0.0227115448872699	07	12456141	14205330
JekyllIs_1042	-0.964532887518048	-0.0781810370948168	-0.214767017748286	0.179747590430636	-0.0497964073429038	07	12456141	14205330
JekyllIs_1036	-0.957248870303446	-0.0675271747712225	-0.207570839703812	0.300232113956949	0.0546227239138728	07	12456141	14205330
JekyllIs_1077	-0.961755456911817	-0.0715550882690572	-0.190637622630406	0.226033346823618	0.0234999102049245	07	12456141	14205330
JekyllIs_1051	-0.954770589484771	-0.079422699901964	-0.206691050686162	0.296456323520791	-0.0118374061942503	07	12456141	14205330
JekyllIs_1043	-0.981450196244777	-0.0924646440843534	-0.218692376255562	0.260996334432954	-0.0184969513380939	07	12456141	14205330
JekyllIs_1221	-0.971814258080715	-0.080685510433722	-0.195109204560061	0.24279242822965	0.0511785667877493	07	12456141	14205330
JekyllIs_1047	-0.965388375691157	-0.0591369010328148	-0.204690047352672	0.249762380675886	0.0432012750593913	07	12456141	14205330
JekyllIs_1054	-0.979412175026658	-0.0664116063471558	-0.181078267814132	0.256478260940529	0.0111899061476062	07	12456141	14205330
JekyllIs_1052	-0.153313431325386	0.186281974088859	0.238930489880096	0.243223622798776	-0.153954448223243	07	12456141	14205330
JekyllIs_1033	-0.981974486527834	-0.0713013686856447	-0.213171283648357	0.333868884294743	0.0492078564692902	07	12456141	14205330
JekyllIs_1060	-0.979721527091043	-0.0659241840193502	-0.205707575993262	0.243423396266647	0.0717456333826567	07	12456141	14205330
JekyllIs_1066	-0.980375238856052	-0.0586237382401799	-0.230950943359836	0.256614900194709	0.00917651921223306	07	12456141	14205330
JekyllIs_1075	-0.976617978115501	-0.079024318670961	-0.230256196865817	0.282223099591688	0.0222847076314308	07	12456141	14205330
JekyllIs_1058	-0.970524762128319	-0.0885962027696918	-0.175356233199481	0.267313995022164	0.00930469198212003	07	12456141	14205330
JekyllIs_1048	-0.964438469889487	-0.0627901561671432	-0.198117245483321	0.273736664010391	0.0673652424600348	07	12456141	14205330
JekyllIs_1068	-0.949135088060234	-0.079734514280719	-0.219388008861256	0.246980230809495	-0.024292919093816	07	12456141	14205330
JekyllIs_1079	-0.971118592804957	-0.0811651448008113	-0.210491210857004	0.262031580879668	-0.0247645093321839	07	12456141	14205330
JekyllIs_1078	-0.96929611339197	-0.0585076213810243	-0.198606461569563	0.211775781816363	0.0331394983930655	07	12456141	14205330
JekyllIs_1055	-0.944970652584917	-0.063846611580435	-0.214097366258495	0.221570413983453	-0.0453057446775417	07	12456141	14205330
JekyllIs_1041	-0.971726554114029	-0.0673010072349897	-0.223198322724866	0.240408502854582	0.0622731910240926	07	12456141	14205330
JekyllIs_1067	-0.953627242953184	-0.093724998429971	-0.225371599227436	0.245280074730006	-0.00145414564679502	07	12456141	14205330
JekyllIs_1038	-0.988698029233134	-0.0853412269065402	-0.178722570501832	0.26887500497741	0.0182321919744439	07	12456141	14205330
JekyllIs_1049	-0.990567768759749	-0.0788108861269561	-0.245411655389183	0.218806999503031	-0.0137730790903468	07	12456141	14205330
JekyllIs_1061	-0.992389156539437	-0.0787480129034676	-0.213534886462172	0.252619573839879	0.0789636495102812	07	12456141	14205330
JekyllIs_1050	-0.972315605542673	-0.0510274677937601	-0.176562155552215	0.248563340499596	0.0215441423350891	07	12456141	14205330
JekyllIs_1044	-1	-0.0659839002026006	-0.195241578606143	0.220164269200658	0.0372995654864907	07	12456141	14205330
JekyllIs_1040	-0.94129952368305	-0.0681297646808448	-0.237169812193603	0.306316741115951	-0.0211091145318769	07	12456141	14205330
JekyllIs_1046	-0.970797403215772	-0.0866759668950337	-0.167874333622758	0.276886998417416	0.0597700557072367	07	12456141	14205330
JekyllIs_1069	-0.956103351032303	-0.0578223438052663	-0.167740920658534	0.266422664396049	0.0484331612526359	07	12456141	14205330
JekyllIs_1073	-0.979924644081961	-0.0669145352924261	-0.136141393026776	0.302434485907022	0.0635270491073348	07	12456141	14205330
JekyllIs_1065	-0.931095912204106	-0.0585365742154433	-0.150183954052874	0.230012131796681	0.0139332637108531	07	12456141	14205330
JekyllIs_1056	-0.975861205619124	-0.104701682650114	-0.225231699016938	0.230324151627132	0.0550003816137414	07	12456141	14205330
JekyllIs_1064	-0.98806652674201	-0.0665633104800695	-0.211402528234871	0.236789445460027	0.0610189182565342	07	12456141	14205330
JekyllIs_1070	-0.514352817318175	0.089727282767841	-0.0590431585755785	0.421630344514154	0.133964599896141	07	12456141	14205330
MagdalenIs_899	0.973329710949034	-0.966947435693538	-0.214862168649437	0.374318900037758	0.0567169127197054	07	12456141	14205330
MagdalenIs_910	0.946223723484647	-0.768907016938039	-0.320500674358582	0.13895843873183	0.0303231724361326	07	12456141	14205330
MagdalenIs_920	0.980852537400968	-0.934459569823623	-0.283462363577479	0.258103565859448	-0.157549957408384	07	12456141	14205330
MagdalenIs_902	0.980564152222127	-0.982644172439159	-0.246684018581798	0.410974949809133	-0.0152430851482976	07	12456141	14205330
MagdalenIs_922	0.970919456405938	-0.844545379959477	-0.276624762028576	0.432536787585743	0.0528210197633159	07	12456141	14205330
MagdalenIs_907	0.9695082279654	-0.875174542530774	-0.232287247364102	0.340131216692705	-0.119319593182148	07	12456141	14205330
MagdalenIs_926	0.959625740800049	-0.925219787273784	-0.151710525684837	0.214682024385626	-0.310375661974022	07	12456141	14205330
MagdalenIs_906	0.972692300567153	-0.829286869975118	-0.154964111040957	0.205043225747733	-0.204836451368886	07	12456141	14205330
MagdalenIs_928	0.986523415440197	-0.853181361099107	-0.290740204704967	0.110153467507161	-0.134536205319036	07	12456141	14205330
MagdalenIs_909	0.968413087471903	-0.88643266978925	-0.111054697849945	0.0927973463426897	-0.0500784863725895	07	12456141	14205330
MagdalenIs_897	0.950071546799592	-0.902030931747134	-0.175549401554733	0.473182591474645	-0.0127197691660927	07	12456141	14205330
MagdalenIs_900	0.985216106698547	-0.955043331976978	-0.115182643402203	0.351909865753335	0.0186154961407285	07	12456141	14205330
MagdalenIs_932	0.97388776314158	-0.875166144866583	-0.12997197091466	0.229544163444878	0.339906127563302	07	12456141	14205330
MagdalenIs_925	0.956977372712808	-0.907881894519323	-0.161126298062865	0.418924478054802	0.120429553130477	07	12456141	14205330
MagdalenIs_901	0.97425523153496	-0.887252356586196	-0.414060730077577	0.132381799392594	0.278674326895558	07	12456141	14205330
MagdalenIs_903	0.983424295096405	-0.876725676266117	-0.153742943485798	-0.136724724991501	0.0805249584967163	07	12456141	14205330
MagdalenIs_936	0.975051186555435	-0.948108756645581	-0.249876266834538	0.333931322046039	-0.125285336453173	07	12456141	14205330
MagdalenIs_919	0.995382377997436	-0.96551623392899	-0.269794014106936	0.438129389761861	0.0598670316518954	07	12456141	14205330
MagdalenIs_908	0.95575151176083	-0.838658995750247	-0.0316720381115869	0.0785923078123181	-0.0159173202949462	07	12456141	14205330
MagdalenIs_898	0.959662626580217	-0.883610190416179	-0.0927180701593133	0.165515624558193	0.135682600897283	07	12456141	14205330
MagdalenIs_929	0.982610076071076	-0.775742174752954	-0.263678424547161	-0.000935996011236173	-0.0859441184019745	07	12456141	14205330
MagdalenIs_933	0.958774154601393	-1	-0.0458353240674471	0.345471581319228	-0.037470417181712	07	12456141	14205330
MagdalenIs_905	0.971952897138946	-0.967705536457255	-0.0557580556569927	0.366231932701798	0.318724861092059	07	12456141	14205330
MagdalenIs_924	0.979646860443992	-0.916937170266801	-0.317127774915449	0.487458334178527	-0.103055516638843	07	12456141	14205330
MagdalenIs_927	0.946834241768034	-0.893247059058003	-0.119234378514888	0.237768465403105	-0.0336486613188876	07	12456141	14205330
MagdalenIs_921	0.967919575090965	-0.862645075408497	-0.207362581617817	0.429974630741402	-0.16036227936923	07	12456141	14205330
MagdalenIs_1206	0.97503128213745	-0.894502013874568	-0.106288478515529	-0.0494821493231139	0.078133429498676	07	12456141	14205330
MagdalenIs_890	0.985262636473087	-0.800425704370753	-0.245647267305496	0.258217970871919	0.167339125971582	07	12456141	14205330
MagdalenIs_931	0.948767951249122	-0.745896104241188	-0.0983749410334598	0.421701082625149	0.229560833669787	07	12456141	14205330
MagdalenIs_930	0.965440649448744	-0.795731464470347	-0.210859813000467	0.264966680716937	0.552256034948021	07	12456141	14205330
MagdalenIs_895	0.971122067074986	-0.986420345502213	-0.430826803114861	0.325118563950625	0.0346467868238693	07	12456141	14205330
MagdalenIs_889	1	-0.891096032708662	-0.196602988058659	0.24157373393196	-0.329426610531173	07	12456141	14205330
MagdalenIs_894	0.955927335672077	-0.899370071363398	-0.242837361869241	0.124947643516331	0.109723264792776	07	12456141	14205330
MagdalenIs_935	0.975689447330252	-0.914968822739954	-0.150693151633587	0.197098808600478	-0.158547697521577	07	12456141	14205330
MagdalenIs_891	0.964156689967118	-0.831711670444436	-0.239556490305873	0.478624991299999	0.28169567769326	07	12456141	14205330
MagdalenIs_904	0.977918008591286	-0.857276589931501	-0.181124639990676	0.249351356361666	-0.665740394430767	07	12456141	14205330
MagdalenIs_892	0.930181969249536	-0.870585346572333	-0.103761922642138	0.38376287147927	0.095508962894155	07	12456141	14205330
MagdalenIs_923	0.920415739365765	-0.858187123432062	-0.059761976090609	0.249651433989207	0.218768894951155	07	12456141	14205330
MagdalenIs_934	0.982096019121326	-0.935257573287737	-0.290987931554082	0.426845952993954	-0.00463842718428209	07	12456141	14205330
MagdalenIs_896	0.965957196497513	-0.813054588928619	-0.248512832051831	0.0873606904718898	0.444928841544828	07	12456141	14205330
MagdalenIs_1207	0.981973986215529	-0.894061688922316	-0.17306683828698	0.395863490130072	-0.173501293575782	07	12456141	14205330
MagdalenIs_893	0.60343369161009	0.467205872583943	0.785309269819374	0.476474542481055	-0.170663691174593	07	12456141	14205330
MinasBasin_941	0.804908835447475	0.925512137469712	-0.809805436776201	0.248976064507968	-0.166515568945225	07	12456141	14205330
MinasBasin_976	0.798585557007034	0.855963717661054	-0.721020996507701	1	-0.181181050186846	07	12456141	14205330
MinasBasin_943	0.793940546414734	0.937827086100567	-0.761580033383233	0.386107085157784	0.150935881940827	07	12456141	14205330
MinasBasin_974	0.811975798436408	0.848298553572308	-0.76991804167037	0.51107005279173	0.33053962333037	07	12456141	14205330
MinasBasin_1209	0.808439492325867	0.789968514107133	-0.565013210188187	-0.27217129651697	-0.0731416938246963	07	12456141	14205330
MinasBasin_953	0.801890821090513	0.897413678466651	-0.832512883155997	0.112167171712678	-0.0735114014186458	07	12456141	14205330
MinasBasin_969	0.812509685063039	0.6979172118509	-0.757884224571256	0.697351879670131	0.225932080013883	07	12456141	14205330
MinasBasin_950	0.814105872128802	0.894261195587171	-0.788165870713372	0.766869595991195	-0.197344523974022	07	12456141	14205330
MinasBasin_967	0.756927729285749	0.612186995069706	-0.566305005755392	0.65626880321986	-0.576095135387843	07	12456141	14205330
MinasBasin_945	0.796767517176292	0.745362320498347	-0.55613646057898	0.441553067562904	-0.228088674459288	07	12456141	14205330
MinasBasin_1211	0.783954911349118	0.68164756186151	-0.308444586224688	0.12411927651519	0.326227739353311	07	12456141	14205330
MinasBasin_978	0.790470369741149	0.886587656385788	-0.695312898730094	0.638781868489366	0.149298606986532	07	12456141	14205330
MinasBasin_1210	0.843910745986682	0.848840777499539	-0.878033274038067	0.666872328121571	0.0195134600270774	07	12456141	14205330
MinasBasin_970	0.732536282630672	0.658586755455811	0.0505957017543326	-0.456395620155973	0.421286946563158	07	12456141	14205330
MinasBasin_959	0.83520077476142	0.904872653627532	-0.802473891343814	0.362151479337542	0.181485751548527	07	12456141	14205330
MinasBasin_951	0.773454126902935	0.542732544849917	-0.0887809759476501	-0.564745804520364	-0.16059506915048	07	12456141	14205330
MinasBasin_946	0.823326854402166	0.758973416206213	-0.641611558528754	-0.350162371902314	0.147112408353805	07	12456141	14205330
MinasBasin_958	0.807212456692693	0.910852417908328	-0.878631646372824	0.565306610938664	0.112491443828685	07	12456141	14205330
MinasBasin_965	0.783197725587819	0.898436120539589	-0.785121481550694	0.284958758748161	-0.457451979433085	07	12456141	14205330
MinasBasin_1213	0.787125916472816	0.900248349079742	-0.725673364952922	0.446100404005263	-0.0947905269015654	07	12456141	14205330
MinasBasin_952	0.803754839646792	0.877702542608872	-0.707539587385257	0.300423325534389	-0.267981850999732	07	12456141	14205330
MinasBasin_982	0.82604199423956	0.662132780134949	-0.556932017171468	-0.479503876423045	0.297685349540317	07	12456141	14205330
MinasBasin_983	0.795830674803177	0.63450277150373	-0.491476063094116	0.57642527052284	0.750098011322	07	12456141	14205330
MinasBasin_1212	0.782042296548109	0.838154405502116	-0.790220209347726	0.0455277047892684	0.366009697872665	07	12456141	14205330
MinasBasin_980	0.759567308087719	0.920308011993632	-0.501151690331862	0.162072293607189	-1	07	12456141	14205330
MinasBasin_975	0.794724093131072	0.870864785035756	-0.667709290658351	0.594015636144385	-0.0124125850291003	07	12456141	14205330
MinasBasin_981	0.791457148504915	1	-0.759292040531958	0.0921148151519569	-0.128209418311395	07	12456141	14205330
MinasBasin_944	0.800067267016898	0.882203747364707	-0.770495987186641	0.346611938204433	0.18828280600919	07	12456141	14205330
MinasBasin_947	0.790825709628064	0.961165298880147	-0.791651543847122	0.517892639713514	0.206641979237731	07	12456141	14205330
MinasBasin_973	0.795908977936533	0.774427688230092	-0.545736414042413	0.391269444616787	0.20187543893137	07	12456141	14205330
MinasBasin_961	0.82542285698085	0.889859725841328	-1	-0.100437818103352	-0.181619862697611	07	12456141	14205330
MinasBasin_939	0.807898414696005	0.77141012628311	-0.640715373412894	0.0513131312951258	0.575554680578391	07	12456141	14205330
MinasBasin_938	0.804727212895729	0.878148417351688	-0.769147360624815	0.39629687747651	-0.588892805386143	07	12456141	14205330
MinasBasin_955	0.780427882309579	0.736319704036358	-0.65819985181356	0.880858351636472	0.398399603987763	07	12456141	14205330
MinasBasin_963	0.776866743925438	0.809479016198109	-0.675155298543499	0.319266458041233	0.593548694983407	07	12456141	14205330
MinasBasin_940	0.761666123629957	0.636403884001007	-0.275406422560612	-0.0365017758764917	-0.462636404233837	07	12456141	14205330
MinasBasin_962	0.752706025587194	0.650434578635015	-0.439729852768453	0.490316813739456	0.698170334344931	07	12456141	14205330
MinasBasin_979	0.811578067340892	0.716496030530006	-0.535239100798359	-1	0.964091735799956	07	12456141	14205330
MinasBasin_942	0.786790657074969	0.735881439208446	-0.474411319423449	-0.712292706327192	-0.675177821270453	07	12456141	14205330
MinasBasin_966	0.805968198934119	0.805917869976434	-0.601725537014033	0.331952981275363	0.0748785734883624	07	12456141	14205330
MinasBasin_972	0.77184281833766	0.700530324890307	-0.529792347878834	0.270641762772277	-0.364455489996731	07	12456141	14205330
MinasBasin_937	0.817713706834549	0.726688762734721	-0.730602430949904	0.0926027692427454	-0.30509705186043	07	12456141	14205330
Patchogue_994	0.624169921595261	0.391108206249752	0.888503517979229	0.173695386922951	-0.106352570521297	07	12456141	14205330
Patchogue_1025	0.606911154627586	0.434357057665143	0.729616125744669	0.143878849982996	-0.380253239083424	07	12456141	14205330
Patchogue_1006	0.627508812869394	0.397517734871368	0.813599815003446	0.459935445992266	0.0712355479511806	07	12456141	14205330
Patchogue_1002	0.573629192808818	0.383793539444402	0.930696998034342	0.274247043054617	-0.212966262944103	07	12456141	14205330
Patchogue_1486	0.604100955896019	0.447304039661959	0.857143047869703	0.401780855033756	0.0546269475984267	07	12456141	14205330
Patchogue_1028	-0.214247983975551	0.154402989045754	0.356457048251865	0.277871946221189	-0.0283704962202025	07	12456141	14205330
Patchogue_1488	0.61844417708869	0.306056861184995	0.836256800935891	0.290899941487396	0.398777711225452	07	12456141	14205330
Patchogue_1001	0.619025519788046	0.455454112600264	0.773621943143431	0.256008436365976	-0.231575382263035	07	12456141	14205330
Patchogue_993	-0.249943596988282	0.172011938543637	0.415352178518053	0.306640424392707	-0.159299514385332	07	12456141	14205330
Patchogue_1017	0.63180154298873	0.391392634612631	0.834762383402952	0.251163800296125	0.186486999767967	07	12456141	14205330
Patchogue_986	0.591081313052199	0.47909976346825	0.763322563667795	0.332197599419786	0.218614764439504	07	12456141	14205330
Patchogue_1027	0.557105725582682	0.31852659834103	1	0.138058363198485	0.00773304387824281	07	12456141	14205330
Patchogue_1003	0.595317601479092	0.489827495183378	0.662831091837691	0.611171512867108	-0.531123108290137	07	12456141	14205330
Patchogue_1004	0.599794729296277	0.384727536661293	0.632936703710134	0.760727507917639	-0.365733612807056	07	12456141	14205330
Patchogue_990	0.539376339517651	0.370078615847324	0.828824582790888	0.514545198786083	0.197988356705143	07	12456141	14205330
Patchogue_985	0.544985591587792	0.448443683347901	0.752375443997762	-0.139378056348668	-0.524328476244324	07	12456141	14205330
Patchogue_1024	0.618974154753628	0.437873938389516	0.815900785593379	0.177692142589169	0.263523096039134	07	12456141	14205330
Patchogue_1029	0.607226703150012	0.454570117558525	0.800333471149441	-0.0962028471067454	-0.145799346139809	07	12456141	14205330
Patchogue_988	0.565975847579604	0.393662970226727	0.868044229932954	0.368501810575698	0.342658533872978	07	12456141	14205330
Patchogue_1026	0.606629669931729	0.499537332699339	0.836039091941581	0.125071318847057	-0.46669385792881	07	12456141	14205330
Patchogue_1022	0.617928422003354	0.385084704321929	0.870751075456796	0.073689029367094	-0.275434393976125	07	12456141	14205330
Patchogue_1019	0.599211607565224	0.439453625819715	0.817927800910265	0.362984618771126	-0.358758185253257	07	12456141	14205330
Patchogue_991	0.575979326856064	0.419018588707994	0.897942811863593	0.453088308443934	-0.12783904067801	07	12456141	14205330
Patchogue_1010	-0.169141937398521	0.169355234237048	0.26302419932025	0.422432346678792	0.214106564678321	07	12456141	14205330
Patchogue_1007	0.590480479277041	0.405612462134315	0.796459003639422	0.428623438844518	0.20336056778966	07	12456141	14205330
Patchogue_1013	0.574025632524411	0.414846801191054	0.877811606183833	0.744389167799386	-0.0134401240924147	07	12456141	14205330
Patchogue_987	0.609894989355216	0.392997430466762	0.870614173602594	0.474459691675454	0.198014239200794	07	12456141	14205330
Patchogue_1015	-0.160577159258819	0.264100876207213	0.400934834702699	0.288221911726208	-0.111995642392882	07	12456141	14205330
Patchogue_1021	0.606343469015461	0.486096730843435	0.71079496240501	0.266632272281949	-0.375101086676929	07	12456141	14205330
Patchogue_1008	0.593601687918204	0.407253655568271	0.888400898859971	0.0292156190610675	0.245458324096997	07	12456141	14205330
Patchogue_1016	0.599722781865877	0.552154109823038	0.753860639561428	0.468521292863308	0.58224091033064	07	12456141	14205330
Patchogue_1216	0.629628859362731	0.414628581451487	0.6653251445402	0.555438542451418	1	07	12456141	14205330
Patchogue_1014	0.598966348271984	0.482295878527178	0.775274098220627	0.152525427844494	0.735147354814979	07	12456141	14205330
Patchogue_995	0.646801853914235	0.363555460561932	0.680781770791693	0.012771039941236	-0.408526376428004	07	12456141	14205330
Patchogue_1484	0.618135383202476	0.465829165763794	0.845902675635139	0.119446064257137	0.466907174392174	07	12456141	14205330
Patchogue_1214	0.646311884396223	0.443597496969449	0.58247723162584	0.335492312590183	-0.0813874892800636	07	12456141	14205330
Patchogue_1215	0.603673841022917	0.58248495133078	0.653661680053183	0.457733938810656	0.168013035492082	07	12456141	14205330
Patchogue_1220	-0.925547623232593	-0.0493630849108277	-0.107838714132782	0.267470717724865	0.0396463311507533	07	12456141	14205330
Patchogue_1219	0.462671949109924	0.514270999379868	0.799445599141822	0.665739653979374	0.162738781632724	07	12456141	14205330
Patchogue_1218	0.598063570208651	0.381234744998882	0.863005730485846	0.0829787806318611	-0.344779614109746	07	12456141	14205330
Patchogue_1217	0.594261479682052	0.455849518838595	0.923721013609694	0.227088962796398	-0.0995335131597772	07	12456141	14205330
Patchogue_1020	0.62205530853784	0.460207173473011	0.75000592283466	-0.220038962171137	0.517087069696035	07	12456141	14205330
JekyllIs_1035	-0.752984317926092	-0.419372278139549	0.32038321504016	-0.12307890724765	-0.105006251383909	07	648623	800254
JekyllIs_1034	-0.611227636910508	-0.507020213183745	-0.0957342205033518	0.0604122241400398	-0.174347132406369	07	648623	800254
JekyllIs_1057	-0.673579673923841	-0.429690653165892	0.0503111621286929	0.546029815035882	-0.0266152470207609	07	648623	800254
JekyllIs_1063	-0.605189162005274	-0.635057208437175	-0.016631013006978	0.118763563569989	-0.059449484590249	07	648623	800254
JekyllIs_1222	-0.721589628749971	-0.665305941571891	-0.0818016694958833	0.177260673794342	0.141942537550323	07	648623	800254
JekyllIs_1072	-0.715949896782716	-0.55243802303332	-0.149368293964474	-0.0260212271331195	-0.342761910878038	07	648623	800254
JekyllIs_1076	-0.860090383863918	-0.677222397727835	0.30645095890841	0.539754621432036	0.224799642870458	07	648623	800254
JekyllIs_1074	-0.632266577410862	-0.487810173961125	0.317944170977187	0.49759345911991	0.226717582955313	07	648623	800254
JekyllIs_1042	-0.669187910345503	-0.667141784096592	0.0770441652760721	0.336043201127951	0.0110625395646997	07	648623	800254
JekyllIs_1036	-0.546180302905626	-0.52294922761267	-0.03029168564885	0.134446185376214	-0.119558590515089	07	648623	800254
JekyllIs_1077	-0.585927811551878	-0.594589737449189	-0.227148597341113	0.0849308172997565	-0.136312369989737	07	648623	800254
JekyllIs_1051	-0.465264533290422	-0.723220174253524	0.120551554641084	0.339913487541196	0.0967304889900371	07	648623	800254
JekyllIs_1043	-0.636131311613714	-0.721046113629676	0.0778031439544142	0.386217439300284	-0.133214599987194	07	648623	800254
JekyllIs_1221	-0.773211730014504	-0.552887548108329	0.0492838444955033	0.372216960250676	-0.225439729860558	07	648623	800254
JekyllIs_1047	-0.630949303979045	-0.394698681286987	-0.284953056701858	0.454480634131536	-0.0111309599982358	07	648623	800254
JekyllIs_1054	-0.650749573636456	-0.606430331092627	-0.114799641769997	0.382868973322583	-0.0925584277368343	07	648623	800254
JekyllIs_1052	-0.371050066959076	-0.57385844152938	0.0462516519559431	0.0835218819017143	-0.104196716097581	07	648623	800254
JekyllIs_1033	-0.646276426891555	-0.949651511359723	0.0310485305639574	-0.0397806598367435	-0.725619920134347	07	648623	800254
JekyllIs_1060	-0.452717412262897	-0.704474694377635	0.128793058111295	0.136176129485897	-0.0403797975276471	07	648623	800254
JekyllIs_1066	-0.843379930681706	-0.607162713886173	-0.429920120901636	0.237929296471834	0.0914655207378257	07	648623	800254
JekyllIs_1075	-0.751512265693328	-0.615502300463675	0.134387242569232	0.533506146478608	-0.0610365102604224	07	648623	800254
JekyllIs_1058	-0.697299632033464	-0.691078419143057	0.0210252934917736	0.152613588529118	-0.294019158477652	07	648623	800254
JekyllIs_1048	-0.654401267083959	-0.734619803386402	-0.388530140944636	-0.0327422341729174	-0.28532498852641	07	648623	800254
JekyllIs_1068	-0.674653592821307	-0.691575680655792	0.582804900148697	0.0882259234496046	0.0842506982326645	07	648623	800254
JekyllIs_1079	-0.813391364241404	-0.585634094286162	-0.227720218495811	0.298518978480109	0.129294167697862	07	648623	800254
JekyllIs_1078	-0.535494311442956	-0.807926407630338	0.270047231016903	-0.511864040180489	-0.222538443207435	07	648623	800254
JekyllIs_1055	-0.739384678645687	-0.892598812359396	0.29736472884352	0.0780835655388334	0.0172479232193448	07	648623	800254
JekyllIs_1041	-0.867899610837622	-0.565455507520686	0.028824614623548	-0.108876174085645	0.114255922521354	07	648623	800254
JekyllIs_1067	-0.537794650535431	-0.577162385795353	0.230185197129825	0.35415503320569	-0.0153179163297104	07	648623	800254
JekyllIs_1038	-0.762925957158132	-0.805039069882321	-0.222308194824975	-0.454692945516173	-0.152628661528044	07	648623	800254
JekyllIs_1049	-0.569178376636797	-0.576446699123248	0.397292041302767	0.188968871608621	-0.269252334087222	07	648623	800254
JekyllIs_1061	-0.800851234143881	-0.51206235684132	0.0548791292095903	0.354046876553054	0.037393498089485	07	648623	800254
JekyllIs_1050	-0.636028216805853	-0.747961761631204	0.254643564025456	0.421953069316602	-0.676240948795267	07	648623	800254
JekyllIs_1044	-0.678967142898369	-0.417989602146899	0.0853650428030441	0.063783930709119	0.0838015977608759	07	648623	800254
JekyllIs_1040	-0.899153598446345	-0.711379994857482	0.0711716323877694	0.0212661989084104	0.0633303337553253	07	648623	800254
JekyllIs_1046	-0.731299834732219	-0.605452942775182	0.0307747381572179	0.434208633407141	-0.238294393846796	07	648623	800254
JekyllIs_1069	-0.63239904918496	-0.661490072639713	-0.30906707244994	0.275208749673051	-0.459984587899791	07	648623	800254
JekyllIs_1073	-0.722483204084172	-0.535337296468699	0.168842238836131	0.270521138079432	0.03843965213935	07	648623	800254
JekyllIs_1065	-0.640153414584445	-0.59232026671314	0.0481922307870604	-0.392668897716727	0.0178567335940343	07	648623	800254
